column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Month,5,0.0,0.0,5,"{""Record high °F (°C)"": 1, ""Average high °F (°C)"": 1, ""Average low °F (°C)"": 1, ""Record low °F (°C)"": 1, ""Precipitation inches (mm)"": 1}",20.2,19.0,0.0
Jan,5,0.0,0.0,5,"{""97\n(36)"": 1, ""71.9\n(22.2)"": 1, ""44.6\n(7)"": 1, ""13\n(−11)"": 1, ""0.56\n(14.2)"": 1}",9.0,8.0,0.0
Feb,5,0.0,0.0,5,"{""100\n(38)"": 1, ""75.3\n(24.1)"": 1, ""48.0\n(8.9)"": 1, ""20\n(−7)"": 1, ""0.64\n(16.3)"": 1}",9.4,10.0,0.0
Mar,5,0.0,0.0,5,"{""104\n(40)"": 1, ""81.3\n(27.4)"": 1, ""54.8\n(12.7)"": 1, ""25\n(−4)"": 1, ""0.43\n(10.9)"": 1}",9.6,11.0,0.0
Apr,5,0.0,0.0,5,"{""110\n(43)"": 1, ""87.5\n(30.8)"": 1, ""60.7\n(15.9)"": 1, ""33\n(1)"": 1, ""0.05\n(1.3)"": 1}",9.2,10.0,0.0
May,5,0.0,0.0,5,"{""121\n(49)"": 1, ""95.7\n(35.4)"": 1, ""67.7\n(19.8)"": 1, ""38\n(3)"": 1, ""0.07\n(1.8)"": 1}",9.2,10.0,0.0
Jun,5,0.0,0.0,5,"{""123\n(51)"": 1, ""103.1\n(39.5)"": 1, ""74.2\n(23.4)"": 1, ""45\n(7)"": 1, ""0.01\n(0.3)"": 1}",9.4,10.0,0.0
Jul,5,0.0,0.0,5,"{""125\n(52)"": 1, ""107.3\n(41.8)"": 1, ""80.3\n(26.8)"": 1, ""59\n(15)"": 1, ""0.04\n(1)"": 1}",9.2,8.0,0.0
Aug,5,0.0,0.0,5,"{""121\n(49)"": 1, ""106.6\n(41.4)"": 1, ""80.3\n(26.8)"": 1, ""56\n(13)"": 1, ""0.54\n(13.7)"": 1}",9.8,11.0,0.0
Sep,5,0.0,0.0,5,"{""122\n(50)"": 1, ""102.0\n(38.9)"": 1, ""74.0\n(23.3)"": 1, ""46\n(8)"": 1, ""0.04\n(1)"": 1}",9.0,8.0,0.0
Oct,5,0.0,0.0,5,"{""115\n(46)"": 1, ""91.9\n(33.3)"": 1, ""63.7\n(17.6)"": 1, ""31\n(−1)"": 1, ""0.26\n(6.6)"": 1}",9.4,10.0,0.0
Nov,5,0.0,0.0,5,"{""101\n(38)"": 1, ""79.6\n(26.4)"": 1, ""51.8\n(11)"": 1, ""23\n(−5)"": 1, ""0.18\n(4.6)"": 1}",9.0,9.0,0.0
Dec,5,0.0,0.0,5,"{""96\n(36)"": 1, ""71.0\n(21.7)"": 1, ""44.2\n(6.8)"": 1, ""17\n(−8)"": 1, ""0.62\n(15.7)"": 1}",9.2,10.0,0.0
Year,5,0.0,0.0,5,"{""125\n(52)"": 1, ""89.5\n(31.9)"": 1, ""62.1\n(16.7)"": 1, ""13\n(−11)"": 1, ""3.44\n(87.4)"": 1}",9.8,11.0,0.0
