column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Rnd,17,0.0,1.0,17,"{""1"": 1, ""10"": 1, ""16"": 1, ""15"": 1, ""14"": 1}",1.471,1.0,0.0
Date,17,0.0,0.0,17,"{""March 5"": 1, ""July 9"": 1, ""September 3"": 1, ""August 20"": 1, ""August 13"": 1}",7.706,7.0,0.0
Race Name,17,0.0,0.0,16,"{""Miller Genuine Draft 200"": 2, ""Marlboro Grand Prix of Miami Presented by Toyota"": 1, ""Australian IndyCar Grand Prix"": 1, ""Slick 50 200"": 1, ""Toyota Grand Prix of Long Beach"": 1}",25.059,24.0,0.0
Circuit,17,0.0,0.0,17,"{""Bicentennial Park"": 1, ""Road America"": 1, ""Streets of Vancouver"": 1, ""New Hampshire Motor Speedway"": 1, ""Mid-Ohio Sports Car Course"": 1}",23.588,26.0,0.0
City/Location,17,0.0,0.0,17,"{""Miami, Florida"": 1, ""Elkhart Lake, Wisconsin"": 1, ""Vancouver, British Columbia"": 1, ""Loudon, New Hampshire"": 1, ""Lexington, Ohio"": 1}",19.235,18.0,0.0
Pole position,17,0.0,0.0,9,"{""Jacques Villeneuve"": 6, ""Michael Andretti"": 3, ""Robby Gordon"": 2, ""Bryan Herta"": 1, ""Scott Brayton"": 1}",14.941,16.0,0.0
Fastest lap,17,0.0,0.0,10,"{""Michael Andretti"": 3, ""Emerson Fittipaldi"": 2, ""Teo Fabi"": 2, ""Al Unser, Jr."": 2, ""Jacques Villeneuve"": 2}",14.059,14.0,0.0
Winning driver,17,0.0,0.0,9,"{""Jacques Villeneuve"": 4, ""Al Unser, Jr."": 4, ""Paul Tracy"": 2, ""Robby Gordon"": 2, ""Emerson Fittipaldi"": 1}",14.118,13.0,0.0
Winning team,17,0.0,0.0,7,"{""Marlboro Team Penske"": 5, ""Team Green"": 4, ""Newman/Haas Racing"": 3, ""Walker Racing"": 2, ""Patrick Racing"": 1}",15.706,18.0,0.0
Report,17,0.0,0.0,1,"{""Report"": 17}",6.0,6.0,0.0
