column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Position,10,0.0,1.0,10,"{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1.1,1.0,0.0
Team,10,0.0,0.0,10,"{""Palestra Itália-SP"": 1, ""Auto"": 1, ""Corinthians"": 1, ""Santos"": 1, ""Sílex"": 1}",11.1,10.5,0.0
Points,10,0.0,1.0,8,"{""7"": 3, ""18"": 1, ""14"": 1, ""13"": 1, ""11"": 1}",1.4,1.0,0.0
Played,10,0.0,1.0,1,"{""9"": 10}",1.0,1.0,0.0
Won,10,0.0,1.0,7,"{""3"": 3, ""2"": 2, ""9"": 1, ""7"": 1, ""6"": 1}",1.0,1.0,0.0
Drawn,10,0.0,1.0,4,"{""1"": 5, ""0"": 3, ""2"": 1, ""3"": 1}",1.0,1.0,0.0
Lost,10,0.0,1.0,7,"{""2"": 2, ""4"": 2, ""5"": 2, ""0"": 1, ""3"": 1}",1.0,1.0,0.0
For,10,0.0,1.0,8,"{""17"": 2, ""9"": 2, ""33"": 1, ""25"": 1, ""26"": 1}",1.8,2.0,0.0
Against,10,0.0,1.0,9,"{""26"": 2, ""8"": 1, ""14"": 1, ""9"": 1, ""17"": 1}",1.8,2.0,0.0
Difference,10,0.0,1.0,9,"{""-9"": 2, ""25"": 1, ""11"": 1, ""17"": 1, ""7"": 1}",2.0,2.0,0.0
