column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Tournament,17,0.0,0.0,17,"{""Australian Open"": 1, ""Madrid (Stuttgart)"": 1, ""Masters W-L"": 1, ""Hamburg"": 1, ""Paris"": 1}",9.941,10.0,0.0
1992,17,0.0,0.058824,4,"{""A"": 13, ""0–0"": 2, ""Not Held"": 1, ""235"": 1}",1.765,1.0,0.0
1993,17,0.0,0.058824,5,"{""A"": 11, ""LQ"": 2, ""0–0"": 2, ""Not Held"": 1, ""135"": 1}",1.882,1.0,0.0
1994,17,0.0,0.058824,9,"{""A"": 6, ""1R"": 4, ""0–4"": 1, ""SF"": 1, ""2R"": 1}",2.118,2.0,0.0
1995,17,0.0,0.058824,8,"{""A"": 9, ""1R"": 2, ""QF"": 1, ""3–2"": 1, ""LQ"": 1}",2.0,1.0,0.0
1996,17,0.0,0.058824,6,"{""A"": 12, ""1R"": 1, ""0–1"": 1, ""Not Held"": 1, ""0–0"": 1}",1.824,1.0,0.0
1997,17,0.0,0.058824,7,"{""A"": 8, ""1R"": 4, ""2R"": 1, ""1–4"": 1, ""Not Held"": 1}",2.0,2.0,0.0
1998,17,0.0,0.058824,8,"{""1R"": 4, ""2R"": 4, ""A"": 4, ""3–4"": 1, ""Not Held"": 1}",2.235,2.0,0.0
1999,17,0.0,0.058824,7,"{""1R"": 6, ""2R"": 5, ""3R"": 2, ""4–4"": 1, ""Not Held"": 1}",2.471,2.0,0.0
2000,17,0.0,0.058824,8,"{""1R"": 6, ""2R"": 3, ""3R"": 2, ""A"": 2, ""2–4"": 1}",2.353,2.0,0.0
2001,17,0.0,0.058824,10,"{""1R"": 5, ""2R"": 3, ""3R"": 2, ""QF"": 1, ""W"": 1}",2.471,2.0,0.0
2002,17,0.0,0.058824,10,"{""2R"": 5, ""QF"": 3, ""3R"": 2, ""9–4"": 1, ""A"": 1}",2.353,2.0,0.0
2003,17,0.0,0.058824,10,"{""2R"": 5, ""3R"": 3, ""1R"": 2, ""7–4"": 1, ""SF"": 1}",2.412,2.0,0.0
2004,17,0.0,0.058824,9,"{""QF"": 5, ""F"": 2, ""W"": 2, ""A"": 2, ""2R"": 2}",2.176,2.0,0.0
2005,17,0.0,0.058824,11,"{""SF"": 4, ""W"": 2, ""F"": 2, ""2R"": 2, ""1R"": 1}",2.235,2.0,0.0
2006,17,0.0,0.058824,11,"{""SF"": 4, ""2R"": 2, ""QF"": 2, ""1R"": 2, ""12–4"": 1}",2.353,2.0,0.0
2007,17,0.0,0.058824,8,"{""QF"": 5, ""SF"": 3, ""2R"": 3, ""F"": 2, ""10–4"": 1}",2.471,2.0,0.0
2008,17,0.0,0.058824,10,"{""2R"": 4, ""QF"": 3, ""SF"": 3, ""3R"": 1, ""F"": 1}",2.353,2.0,0.0
2009,17,0.0,0.058824,9,"{""2R"": 6, ""QF"": 3, ""SF"": 2, ""3R"": 1, ""9–4"": 1}",2.176,2.0,0.0
2010,17,0.058824,0.0,5,"{""A"": 12, ""1R"": 1, ""0–1"": 1, ""NME"": 1, ""0–0"": 1}",1.438,1.0,0.058824
Career SR,17,0.058824,0.0,14,"{""1 / 14"": 2, ""1 / 12"": 2, ""1 / 15"": 1, ""0 / 15"": 1, ""0 / 16"": 1}",5.875,6.0,0.058824
Career W-L,17,0.058824,0.0,16,"{""33–14"": 1, ""19–15"": 1, ""24–16"": 1, ""29–13"": 1, ""105–58"": 1}",4.75,5.0,0.058824
