column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Occasion #,12,0.0,1.0,6,"{""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""6"": 2}",1.0,1.0,0.0
Location,12,0.0,0.0,5,"{""Heerenveen, Netherlands"": 4, ""Chelyabinsk, Russia"": 2, ""Astana, Kazakhstan"": 2, ""Salt Lake City, United States"": 2, ""Berlin, Germany"": 2}",21.167,21.0,0.0
Date,12,0.0,0.0,12,"{""18 November"": 1, ""19 November"": 1, ""25 November"": 1, ""26 November"": 1, ""2 December"": 1}",9.417,10.0,0.0
Gold,12,0.0,0.0,9,"{""Pekka Koskela\n Finland"": 2, ""Tucker Fredricks\n United States"": 2, ""Dmitry Lobkov\n Russia"": 2, ""Joji Kato\n Japan"": 1, ""Mo Tae-bum\n South Korea"": 1}",23.583,22.5,0.0
Time,12,0.0,1.0,10,"{""35.05"": 2, ""35.01"": 2, ""35.0"": 1, ""34.92"": 1, ""34.89"": 1}",4.917,5.0,0.0
Silver,12,0.0,0.0,8,"{""Mo Tae-bum\n South Korea"": 3, ""Jan Smeekens\n Netherlands"": 2, ""Joji Kato\n Japan"": 2, ""Tucker Fredricks\n United States"": 1, ""Keiichiro Nagashima\n Japan"": 1}",23.667,24.0,0.0
Time.1,12,0.0,1.0,10,"{""35.01"": 2, ""35.07"": 2, ""34.94"": 1, ""35.06"": 1, ""35.02"": 1}",4.917,5.0,0.0
Bronze,12,0.0,0.0,8,"{""Tucker Fredricks\n United States"": 3, ""Yūya Oikawa\n Japan"": 2, ""Mo Tae-bum\n South Korea"": 2, ""Stefan Groothuis\n Netherlands"": 1, ""Jesper Hospes\n Netherlands"": 1}",24.75,25.5,0.0
Time.2,12,0.0,1.0,11,"{""35.08"": 2, ""35.07"": 1, ""35.14"": 1, ""35.01"": 1, ""35.19"": 1}",4.833,5.0,0.0
Report,12,0.0,0.0,12,"{""[1]"": 1, ""[2]"": 1, ""[3]"": 1, ""[4]"": 1, ""[5]"": 1}",3.25,3.0,0.0
