column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Month,11,0.0,0.0,11,"{""Record high °C (°F)"": 1, ""Average high °C (°F)"": 1, ""Daily mean °C (°F)"": 1, ""Average low °C (°F)"": 1, ""Record low °C (°F)"": 1}",22.273,20.0,0.0
Jan,11,0.0,0.272727,11,"{""15.0\n(59)"": 1, ""−0.6\n(30.9)"": 1, ""−4.4\n(24.1)"": 1, ""−8.1\n(17.4)"": 1, ""−29.4\n(−20.9)"": 1}",9.182,11.0,0.0
Feb,11,0.0,0.272727,11,"{""18.0\n(64.4)"": 1, ""0.8\n(33.4)"": 1, ""−3.2\n(26.2)"": 1, ""−7.1\n(19.2)"": 1, ""−27\n(−17)"": 1}",8.727,11.0,0.0
Mar,11,0.0,0.272727,11,"{""27.0\n(80.6)"": 1, ""5.2\n(41.4)"": 1, ""1.0\n(33.8)"": 1, ""−3.3\n(26.1)"": 1, ""−23.9\n(−11)"": 1}",8.818,11.0,0.0
Apr,11,0.0,0.272727,11,"{""32.0\n(89.6)"": 1, ""12.4\n(54.3)"": 1, ""7.5\n(45.5)"": 1, ""2.6\n(36.7)"": 1, ""−13.9\n(7)"": 1}",8.727,10.0,0.0
May,11,0.0,0.272727,9,"{""81.0\n(3.189)"": 2, ""11.8"": 2, ""35.0\n(95)"": 1, ""19.4\n(66.9)"": 1, ""13.9\n(57)"": 1}",8.182,9.0,0.0
Jun,11,0.0,0.272727,9,"{""69.1\n(2.72)"": 2, ""10.9"": 2, ""37.2\n(99)"": 1, ""25.0\n(77)"": 1, ""19.4\n(66.9)"": 1}",8.0,9.0,0.0
Jul,11,0.0,0.272727,9,"{""75.3\n(2.965)"": 2, ""10.1"": 2, ""39.0\n(102.2)"": 1, ""28.0\n(82.4)"": 1, ""22.5\n(72.5)"": 1}",8.818,11.0,0.0
Aug,11,0.0,0.272727,9,"{""82.0\n(3.228)"": 2, ""10.2"": 2, ""37.2\n(99)"": 1, ""26.7\n(80.1)"": 1, ""21.4\n(70.5)"": 1}",8.364,9.0,0.0
Sep,11,0.0,0.272727,9,"{""83.1\n(3.272)"": 2, ""10.9"": 2, ""36.1\n(97)"": 1, ""21.8\n(71.2)"": 1, ""16.9\n(62.4)"": 1}",8.455,9.0,0.0
Oct,11,0.0,0.272727,9,"{""71.9\n(2.831)"": 2, ""10.7"": 2, ""31.1\n(88)"": 1, ""15.1\n(59.2)"": 1, ""10.4\n(50.7)"": 1}",8.364,9.0,0.0
Nov,11,0.0,0.272727,11,"{""26.7\n(80.1)"": 1, ""8.0\n(46.4)"": 1, ""4.4\n(39.9)"": 1, ""0.7\n(33.3)"": 1, ""−16.1\n(3)"": 1}",8.636,10.0,0.0
Dec,11,0.0,0.272727,11,"{""22.0\n(71.6)"": 1, ""2.4\n(36.3)"": 1, ""−1\n(30)"": 1, ""−4.3\n(24.3)"": 1, ""−27\n(−17)"": 1}",8.364,10.0,0.0
Year,11,0.0,0.272727,11,"{""39.0\n(102.2)"": 1, ""13.7\n(56.7)"": 1, ""9.1\n(48.4)"": 1, ""4.4\n(39.9)"": 1, ""−29.4\n(−20.9)"": 1}",9.909,11.0,0.0
