column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Year,8,0.0,1.0,8,"{""2014"": 1, ""2013"": 1, ""2012"": 1, ""2011"": 1, ""2010"": 1}",4.0,4.0,0.0
Player,8,0.125,0.0,7,"{""Zach Johnson"": 1, ""Rory McIlroy"": 1, ""Justin Rose"": 1, ""Dustin Johnson"": 1, ""Tiger Woods (2)"": 1}",12.857,12.0,0.0
Country,8,0.125,0.0,4,"{""United States"": 4, ""Northern Ireland"": 1, ""England"": 1, ""Colombia"": 1}",11.857,13.0,0.0
Score,8,0.125,0.0,7,"{""64-70-69-65=268"": 1, ""64-68-69-67=268"": 1, ""63-68-69-71=271"": 1, ""68-70-68-69=275"": 1, ""68-67-62-68=265"": 1}",15.0,15.0,0.0
To par,8,0.125,0.0,7,"{""–16"": 1, ""–20"": 1, ""–13"": 1, ""–9"": 1, ""–19"": 1}",2.857,3.0,0.0
"Margin
of victory",8,0.125,0.0,3,"{""2 strokes"": 5, ""1 stroke"": 1, ""8 strokes"": 1}",8.857,9.0,0.0
Course,8,0.0,0.0,5,"{""Cog Hill Golf & Country Club"": 4, ""Cherry Hills Country Club"": 1, ""Conway Farms Golf Club"": 1, ""Crooked Stick Golf Club"": 1, ""Bellerive Country Club"": 1}",25.5,26.5,0.0
Location,8,0.0,0.0,5,"{""Lemont, Illinois"": 4, ""Cherry Hills Village, Colorado"": 1, ""Lake Forest, Illinois"": 1, ""Carmel, Indiana"": 1, ""Town and Country, Missouri"": 1}",19.5,16.0,0.0
Purse ($),8,0.0,0.0,3,"{""8,000,000"": 4, ""7,500,000"": 2, ""7,000,000"": 2}",9.0,9.0,0.0
"Winner's
share ($)",8,0.0,0.0,3,"{""1,440,000"": 4, ""1,350,000"": 2, ""1,260,000"": 2}",9.0,9.0,0.0
