column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Year,8,0.0,1.0,8,"{""2004"": 1, ""2006"": 1, ""2007"": 1, ""2008"": 1, ""2009"": 1}",4.0,4.0,0.0
"Tournaments
played",8,0.0,1.0,5,"{""1"": 4, ""17"": 1, ""20"": 1, ""15"": 1, ""6"": 1}",1.375,1.0,0.0
"Cuts
made",8,0.0,1.0,5,"{""1"": 3, ""14"": 2, ""0"": 1, ""13"": 1, ""3"": 1}",1.375,1.0,0.0
Wins,8,0.0,1.0,3,"{""0"": 6, ""1"": 1, ""2"": 1}",1.0,1.0,0.0
2nd,8,0.0,1.0,3,"{""0"": 6, ""3"": 1, ""2"": 1}",1.0,1.0,0.0
3rd,8,0.0,1.0,2,"{""0"": 6, ""1"": 2}",1.0,1.0,0.0
Top 10s,8,0.0,1.0,5,"{""0"": 3, ""1"": 2, ""7"": 1, ""6"": 1, ""2"": 1}",1.0,1.0,0.0
"Best
finish",8,0.0,0.25,7,"{""1"": 2, ""CUT"": 1, ""T55"": 1, ""T11"": 1, ""T10"": 1}",2.25,2.5,0.0
"Earnings
(€)",8,0.5,0.0,4,"{""48,893"": 1, ""121,959"": 1, ""161,172"": 1, ""104,884"": 1}",6.75,7.0,0.0
"Money
list rank",8,0.5,0.5,4,"{""35.0"": 1, ""12.0"": 1, ""8.0"": 1, ""13.0"": 1}",3.75,4.0,0.0
"Scoring
average",8,0.0,1.0,8,"{""77.5"": 1, ""73.67"": 1, ""71.0"": 1, ""70.33"": 1, ""72.45"": 1}",4.625,5.0,0.0
"Scoring
rank",8,0.625,0.375,3,"{""37.0"": 1, ""35.0"": 1, ""13.0"": 1}",4.0,4.0,0.0
"Rolex
ranking",8,0.25,0.75,6,"{""647.0"": 1, ""703.0"": 1, ""274.0"": 1, ""118.0"": 1, ""63.0"": 1}",4.667,5.0,0.0
