column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Month,4,0.0,0.0,4,"{""Average high °F (°C)"": 1, ""Average low °F (°C)"": 1, ""Precipitation inches (mm)"": 1, ""Avg. rainy days"": 1}",19.75,19.5,0.0
Jan,4,0.0,0.25,4,"{""64\n(18)"": 1, ""51\n(11)"": 1, ""2.84\n(72.1)"": 1, ""7.0"": 1}",7.0,7.0,0.0
Feb,4,0.0,0.25,4,"{""63\n(17)"": 1, ""52\n(11)"": 1, ""3.44\n(87.4)"": 1, ""7.9"": 1}",7.0,7.0,0.0
Mar,4,0.0,0.25,4,"{""63\n(17)"": 1, ""53\n(12)"": 1, ""1.96\n(49.8)"": 1, ""5.1"": 1}",7.0,7.0,0.0
Apr,4,0.0,0.25,4,"{""64\n(18)"": 1, ""55\n(13)"": 1, ""0.66\n(16.8)"": 1, ""2.4"": 1}",7.0,7.0,0.0
May,4,0.0,0.25,4,"{""65\n(18)"": 1, ""57\n(14)"": 1, ""0.21\n(5.3)"": 1, ""1.0"": 1}",6.75,7.0,0.0
Jun,4,0.0,0.25,4,"{""67\n(19)"": 1, ""60\n(16)"": 1, ""0.04\n(1)"": 1, ""0.4"": 1}",6.25,7.0,0.0
Jul,4,0.0,0.25,4,"{""70\n(21)"": 1, ""63\n(17)"": 1, ""0.01\n(0.3)"": 1, ""0.1"": 1}",6.75,7.0,0.0
Aug,4,0.0,0.25,4,"{""71\n(22)"": 1, ""63\n(17)"": 1, ""0.04\n(1)"": 1, ""0.5"": 1}",6.25,7.0,0.0
Sep,4,0.0,0.25,4,"{""71\n(22)"": 1, ""63\n(17)"": 1, ""0.13\n(3.3)"": 1, ""1.0"": 1}",6.75,7.0,0.0
Oct,4,0.0,0.25,4,"{""70\n(21)"": 1, ""60\n(16)"": 1, ""0.50\n(12.7)"": 1, ""0.8"": 1}",7.0,7.0,0.0
Nov,4,0.0,0.25,4,"{""67\n(19)"": 1, ""55\n(13)"": 1, ""1.08\n(27.4)"": 1, ""2.5"": 1}",7.0,7.0,0.0
Dec,4,0.0,0.25,4,"{""64\n(18)"": 1, ""51\n(11)"": 1, ""1.88\n(47.8)"": 1, ""4.0"": 1}",7.0,7.0,0.0
Year,4,0.0,0.25,4,"{""66.6\n(19.2)"": 1, ""56.9\n(14)"": 1, ""12.79\n(324.9)"": 1, ""32.7"": 1}",9.25,10.0,0.0
