column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Month,6,0.0,0.0,6,"{""Record high °F (°C)"": 1, ""Average high °F (°C)"": 1, ""Average low °F (°C)"": 1, ""Record low °F (°C)"": 1, ""Precipitation inches (mm)"": 1}",22.667,19.5,0.0
Jan,6,0.0,0.166667,6,"{""76\n(24)"": 1, ""55.4\n(13)"": 1, ""37.6\n(3.1)"": 1, ""18\n(−8)"": 1, ""4.77\n(121.2)"": 1}",7.833,8.0,0.0
Feb,6,0.0,0.166667,6,"{""80\n(27)"": 1, ""61.5\n(16.4)"": 1, ""41.1\n(5.1)"": 1, ""24\n(−4)"": 1, ""4.04\n(102.6)"": 1}",8.167,8.5,0.0
Mar,6,0.0,0.166667,6,"{""89\n(32)"": 1, ""65.9\n(18.8)"": 1, ""43.3\n(6.3)"": 1, ""20\n(−7)"": 1, ""3.09\n(78.5)"": 1}",7.833,8.5,0.0
Apr,6,0.0,0.166667,6,"{""98\n(37)"": 1, ""71.1\n(21.7)"": 1, ""45.8\n(7.7)"": 1, ""29\n(−2)"": 1, ""1.39\n(35.3)"": 1}",7.833,8.5,0.0
May,6,0.0,0.166667,6,"{""111\n(44)"": 1, ""78.0\n(25.6)"": 1, ""50.3\n(10.2)"": 1, ""35\n(2)"": 1, ""0.55\n(14)"": 1}",7.667,8.5,0.0
Jun,6,0.0,0.166667,6,"{""111\n(44)"": 1, ""84.4\n(29.1)"": 1, ""54.0\n(12.2)"": 1, ""31\n(−1)"": 1, ""0.17\n(4.3)"": 1}",8.0,9.0,0.0
Jul,6,0.0,0.166667,6,"{""114\n(46)"": 1, ""89.0\n(31.7)"": 1, ""56.0\n(13.3)"": 1, ""40\n(4)"": 1, ""0.02\n(0.5)"": 1}",7.833,9.0,0.0
Aug,6,0.0,0.166667,6,"{""111\n(44)"": 1, ""88.8\n(31.6)"": 1, ""56.0\n(13.3)"": 1, ""40\n(4)"": 1, ""0.06\n(1.5)"": 1}",7.833,9.0,0.0
Sep,6,0.0,0.166667,6,"{""112\n(44)"": 1, ""86.6\n(30.3)"": 1, ""54.5\n(12.5)"": 1, ""39\n(4)"": 1, ""0.24\n(6.1)"": 1}",7.833,9.0,0.0
Oct,6,0.0,0.166667,6,"{""104\n(40)"": 1, ""78.3\n(25.7)"": 1, ""49.8\n(9.9)"": 1, ""32\n(0)"": 1, ""1.30\n(33)"": 1}",7.5,8.5,0.0
Nov,6,0.0,0.166667,6,"{""87\n(31)"": 1, ""65.4\n(18.6)"": 1, ""42.7\n(5.9)"": 1, ""21\n(−6)"": 1, ""2.75\n(69.9)"": 1}",7.833,8.5,0.0
Dec,6,0.0,0.166667,6,"{""78\n(26)"": 1, ""56.0\n(13.3)"": 1, ""37.9\n(3.3)"": 1, ""15\n(−9)"": 1, ""4.30\n(109.2)"": 1}",8.167,8.5,0.0
Year,6,0.0,0.166667,6,"{""114\n(46)"": 1, ""73.4\n(23)"": 1, ""47.4\n(8.6)"": 1, ""15\n(−9)"": 1, ""22.68\n(576.1)"": 1}",8.167,8.5,0.0
