column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Year,22,0.0,1.0,12,"{""1985"": 5, ""1993"": 4, ""1987"": 3, ""2011"": 2, ""1970"": 1}",4.0,4.0,0.0
Single,22,0.0,0.0,22,"{""\\Memo from Turner\\\""\"""": 1, ""\\Don't Look Back\\\"" (with Peter Tosh)\"""": 1, ""\\Miracle Worker\\\"" (with SuperHeavy)\"""": 1, ""\\Charmed Life\\\""\"""": 1, ""\\Old Habits Die Hard\\\"" (with Dave Stewart)\"""": 1}",25.045,20.0,0.0
"Peak chart positions
GER",22,0.409091,0.590909,10,"{""23"": 3, ""77"": 2, ""16"": 1, ""44"": 1, ""57"": 1}",1.923,2.0,0.409091
"Peak chart positions
IRE",22,0.772727,0.227273,5,"{""8"": 1, ""21"": 1, ""1"": 1, ""24"": 1, ""13"": 1}",1.6,2.0,0.772727
"Peak chart positions
UK",22,0.409091,0.590909,11,"{""32"": 2, ""43"": 2, ""14"": 1, ""91"": 1, ""1"": 1}",1.923,2.0,0.409091
"Peak chart positions
US",22,0.545455,0.454545,10,"{""81"": 1, ""3"": 1, ""12"": 1, ""38"": 1, ""7"": 1}",1.8,2.0,0.545455
"Peak chart positions
US
Main",22,0.409091,0.590909,9,"{""3"": 3, ""1"": 2, ""7"": 2, ""9"": 1, ""5"": 1}",1.308,1.0,0.409091
"Peak chart positions
US
Dance",22,0.727273,0.272727,5,"{""11"": 2, ""4"": 1, ""29"": 1, ""32"": 1, ""18"": 1}",1.833,2.0,0.727273
"Certifications
(sales thresholds)",22,1.0,0.0,0,{},0.0,0.0,0.0
Album,22,0.0,0.0,13,"{""She's the Boss"": 4, ""Wandering Spirit"": 4, ""Primitive Cool"": 3, ""Goddess in the Doorway"": 2, ""Performance (soundtrack)"": 1}",19.545,16.0,0.0
