column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Date,8,0.0,0.0,8,"{""April 10, 2004"": 1, ""April 24, 2004"": 1, ""May 22, 2004"": 1, ""June 15, 2004"": 1, ""July 6, 2004"": 1}",14.25,13.5,0.0
Racecourse,8,0.0,0.0,8,"{""Kempton Park"": 1, ""Sandown Park"": 1, ""Curragh"": 1, ""Royal Ascot"": 1, ""Newmarket"": 1}",9.5,10.0,0.0
Distance,8,0.0,0.0,1,"{""8f"": 8}",2.0,2.0,0.0
Race Status,8,0.0,0.0,3,"{""Group 1"": 5, ""Group 2"": 2, ""Listed"": 1}",6.875,7.0,0.0
Race,8,0.0,0.0,8,"{""Snowdrop Fillies Stakes"": 1, ""Betfred Mile"": 1, ""Ridgewood Pearl Stakes"": 1, ""Queen Anne Stakes"": 1, ""Falmouth Stakes"": 1}",15.75,14.0,0.0
Position,8,0.0,0.0,5,"{""1st"": 4, ""2nd to Beneventa"": 1, ""3rd to Hurricane Alan"": 1, ""2nd to Refuse to Bend"": 1, ""6th to Rakti"": 1}",10.25,7.5,0.0
Winning Distance (lengths),8,0.5,0.125,4,"{""6"": 1, ""2½"": 1, ""nk"": 1, ""½"": 1}",1.5,1.5,0.5
Jockey,8,0.0,0.0,1,"{""Johnny Murtagh"": 8}",14.0,14.0,0.0
Rating,8,0.25,0.75,3,"{""114"": 4, ""115"": 1, ""120"": 1}",3.0,3.0,0.25
Going,8,0.0,0.0,3,"{""Good to Firm"": 5, ""Good to Soft"": 2, ""Good"": 1}",11.0,12.0,0.0
Odds,8,0.0,0.0,7,"{""5/2F"": 2, ""4/11F"": 1, ""11/10F"": 1, ""6/1"": 1, ""11/4"": 1}",4.25,4.0,0.0
Prize Money,8,0.0,0.0,8,"{""£6,600"": 1, ""£11,000"": 1, ""£56,760.56"": 1, ""£55,000"": 1, ""£116,000"": 1}",7.875,7.5,0.0
