column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Name,11,0.0,0.0,11,"{""Ashfield"": 1, ""Bournehall"": 1, ""Bushey Heath"": 1, ""Bushey Manor"": 1, ""Falconer"": 1}",10.636,11.0,0.0
Faith,11,0.909091,0.0,1,"{""RC"": 1}",2.0,2.0,0.909091
Type,11,0.0,0.0,4,"{""Primary"": 6, ""Junior"": 2, ""Special"": 2, ""Infants"": 1}",6.818,7.0,0.0
Gov,11,0.0,0.0,4,"{""CY"": 8, ""VC"": 1, ""FD"": 1, ""VA"": 1}",2.0,2.0,0.0
Opened,11,0.363636,0.636364,7,"{""1845.0"": 1, ""1969.0"": 1, ""1879.0"": 1, ""1907.0"": 1, ""1949.0"": 1}",6.0,6.0,0.0
Intake,11,0.181818,0.818182,4,"{""60.0"": 4, ""30.0"": 3, ""51.0"": 1, ""40.0"": 1}",4.0,4.0,0.0
DCSF number,11,0.0,1.0,11,"{""3012"": 1, ""2360"": 1, ""2012"": 1, ""2261"": 1, ""7033"": 1}",4.0,4.0,0.0
Ofsted number,11,0.0,1.0,11,"{""117391"": 1, ""117296"": 1, ""117088"": 1, ""117242"": 1, ""117686"": 1}",6.0,6.0,0.0
Web,11,0.0,0.0,1,"{""W"": 11}",1.0,1.0,0.0
Coordinates,11,0.0,0.0,11,"{""51°38′22″N 0°21′26″W﻿ / ﻿51.6394°N 0.3571°W"": 1, ""51°39′00″N 0°21′37″W﻿ / ﻿51.6499°N 0.3604°W"": 1, ""51°38′12″N 0°20′29″W﻿ / ﻿51.6368°N 0.3413°W"": 1, ""51°38′49″N 0°22′33″W﻿ / ﻿51.6470°N 0.3757°W"": 1, ""51°38′49″N 0°22′06″W﻿ / ﻿51.6470°N 0.3682°W"": 1}",43.0,43.0,0.0
