column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Player,32,0.0,0.0,32,"{""Phil Taylor"": 1, ""Raymond van Barneveld"": 1, ""Colin Lloyd"": 1, ""Tony Eccles"": 1, ""John Part"": 1}",12.562,12.0,0.0
Played,32,0.0,1.0,5,"{""1"": 16, ""2"": 8, ""3"": 4, ""5"": 2, ""4"": 2}",1.0,1.0,0.0
Legs Won,32,0.0,1.0,23,"{""7"": 4, ""5"": 3, ""3"": 3, ""4"": 2, ""6"": 2}",1.5,1.5,0.0
Legs Lost,32,0.0,1.0,13,"{""10"": 16, ""20"": 3, ""19"": 2, ""28"": 2, ""30"": 1}",2.0,2.0,0.0
LWAT,32,0.0,1.0,16,"{""4"": 4, ""2"": 4, ""1"": 4, ""9"": 3, ""8"": 3}",1.219,1.0,0.0
100+,32,0.0,1.0,28,"{""17"": 3, ""26"": 2, ""19"": 2, ""130"": 1, ""49"": 1}",2.125,2.0,0.0
140+,32,0.0,1.0,25,"{""10"": 3, ""9"": 3, ""13"": 2, ""6"": 2, ""32"": 2}",1.719,2.0,0.0
180s,32,0.0,1.0,17,"{""4"": 6, ""2"": 4, ""5"": 4, ""1"": 3, ""3"": 2}",1.281,1.0,0.0
High Checkout,32,0.0,1.0,25,"{""96"": 3, ""121"": 2, ""76"": 2, ""131"": 2, ""120"": 2}",2.719,3.0,0.0
3-dart Average,32,0.0,1.0,32,"{""105.73"": 1, ""98.1"": 1, ""86.18"": 1, ""86.22"": 1, ""86.62"": 1}",4.969,5.0,0.0
