column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Unnamed: 0,8,0.0,0.0,5,"{""Hydro power"": 2, ""Thermal"": 2, ""Other renewables"": 2, ""Total availability"": 1, ""Total production"": 1}",12.75,13.5,0.0
2000,8,0.0,0.375,7,"{""3"": 2, ""1,150"": 1, ""685"": 1, ""1,838"": 1, ""3,197"": 1}",3.75,5.0,0.0
2001,8,0.0,0.375,7,"{""3"": 2, ""1,161"": 1, ""835"": 1, ""1,999"": 1, ""3,110"": 1}",3.75,5.0,0.0
2002,8,0.0,0.25,8,"{""1,171"": 1, ""1,056"": 1, ""3"": 1, ""2,230"": 1, ""2,962"": 1}",4.0,5.0,0.0
2003,8,0.0,0.25,7,"{""3"": 2, ""1,247"": 1, ""1,233"": 1, ""2,483"": 1, ""3,310"": 1}",4.0,5.0,0.0
2004,8,0.0,0.25,7,"{""3"": 2, ""1,281"": 1, ""1,215"": 1, ""2,499"": 1, ""2,960"": 1}",4.0,5.0,0.0
2005,8,0.0,0.25,8,"{""1,293"": 1, ""1,155"": 1, ""3"": 1, ""2,411"": 1, ""3,451"": 1}",4.0,5.0,0.0
2006,8,0.0,0.25,8,"{""1,316"": 1, ""1,155"": 1, ""3"": 1, ""2,434"": 1, ""4,634"": 1}",4.0,5.0,0.0
2007,8,0.0,0.25,8,"{""1,326"": 1, ""1,155"": 1, ""3"": 1, ""2,444"": 1, ""3,947"": 1}",4.0,5.0,0.0
2008,8,0.0,0.25,8,"{""1,357"": 1, ""1,285"": 1, ""3"": 1, ""2,645"": 1, ""4,130"": 1}",4.0,5.0,0.0
2009,8,0.0,0.25,8,"{""1,379"": 1, ""1,290"": 1, ""15"": 1, ""2,684"": 1, ""3,881"": 1}",4.25,5.0,0.0
2010,8,0.0,0.25,8,"{""1,382"": 1, ""1,390"": 1, ""45"": 1, ""2,818"": 1, ""5,634"": 1}",4.375,5.0,0.0
2011,8,0.0,0.25,8,"{""1,401"": 1, ""1,690"": 1, ""50"": 1, ""3,141"": 1, ""4,622"": 1}",4.5,5.0,0.0
2012,8,0.0,0.25,8,"{""1,584"": 1, ""1,638"": 1, ""90"": 1, ""3,312"": 1, ""3,292"": 1}",4.5,5.0,0.0
