column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Position,20,0.0,1.0,20,"{""1"": 1, ""2"": 1, ""19"": 1, ""18"": 1, ""17"": 1}",1.55,2.0,0.0
Club,20,0.0,0.0,20,"{""UE Lleida"": 1, ""Real Valladolid"": 1, ""Sestao"": 1, ""CD Lugo"": 1, ""UE Figueres"": 1}",12.05,11.5,0.0
Played,20,0.0,1.0,1,"{""38"": 20}",2.0,2.0,0.0
Points,20,0.0,0.0,13,"{""52+14"": 2, ""42+4"": 2, ""39+1"": 2, ""36-2"": 2, ""33-5"": 2}",4.35,4.0,0.0
Wins,20,0.0,1.0,14,"{""13"": 3, ""23"": 2, ""15"": 2, ""10"": 2, ""7"": 2}",1.8,2.0,0.0
Draws,20,0.0,1.0,8,"{""8"": 5, ""11"": 3, ""12"": 3, ""10"": 3, ""9"": 2}",1.6,2.0,0.0
Losses,20,0.0,1.0,13,"{""17"": 3, ""9"": 2, ""11"": 2, ""13"": 2, ""14"": 2}",1.8,2.0,0.0
Goals for,20,0.0,1.0,16,"{""33"": 3, ""56"": 2, ""57"": 2, ""50"": 1, ""49"": 1}",2.0,2.0,0.0
Goals against,20,0.0,1.0,17,"{""41"": 3, ""34"": 2, ""20"": 1, ""39"": 1, ""54"": 1}",2.0,2.0,0.0
Goal Difference,20,0.0,1.0,16,"{""16"": 2, ""4"": 2, ""1"": 2, ""-18"": 2, ""36"": 1}",2.15,2.0,0.0
