column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
#,28,0.0,1.0,28,"{""103"": 1, ""104"": 1, ""129"": 1, ""128"": 1, ""127"": 1}",3.0,3.0,0.0
Date,28,0.0,0.0,27,"{""August 27"": 2, ""August 1"": 1, ""August 15"": 1, ""August 30"": 1, ""August 29"": 1}",8.679,9.0,0.0
Opponent,28,0.0,0.0,10,"{""@ Mets"": 4, ""Mets"": 4, ""@ Pirates"": 3, ""@ Phillies"": 3, ""@ Braves"": 3}",6.893,6.0,0.0
Score,28,0.0,0.0,25,"{""5 - 3"": 2, ""4 - 2"": 2, ""7 - 5"": 2, ""23 - 10"": 1, ""3 - 1"": 1}",5.786,5.0,0.0
Win,28,0.0,0.0,28,"{""Lancaster (3-1)"": 1, ""Smith (3-6)"": 1, ""Lynch (2-8)"": 1, ""Browning (6-11)"": 1, ""Smith (4-7)"": 1}",13.321,13.5,0.0
Loss,28,0.0,0.0,28,"{""Hume (1-3)"": 1, ""Calhoun (0-1)"": 1, ""Rasmussen (0-1)"": 1, ""Sanderson (7-7)"": 1, ""Franco (7-5)"": 1}",12.821,13.0,0.0
Save,28,0.5,0.0,14,"{""Smith (26)"": 1, ""Gott (1)"": 1, ""Smith (27)"": 1, ""Smith (28)"": 1, ""Bedrosian (31)"": 1}",10.071,10.0,0.0
Attendance,28,0.035714,0.0,27,"{""33,002"": 1, ""32,425"": 1, ""33,485"": 1, ""37,783"": 1, ""28,223"": 1}",5.889,6.0,0.0
Record,28,0.0,0.0,28,"{""53-50"": 1, ""54-50"": 1, ""65-64"": 1, ""64-64"": 1, ""64-63"": 1}",5.0,5.0,0.0
Other Info,28,0.928571,0.0,2,"{""Dawson hits three home runs"": 1, ""Billy Williams day ruined by football score"": 1}",35.0,35.0,0.0
