column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Position,16,0.0,1.0,16,"{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1.438,1.0,0.0
Club,16,0.0,0.0,16,"{""Córdoba CF"": 1, ""CD Málaga"": 1, ""Granada CF"": 1, ""UD Las Palmas"": 1, ""Recreativo de Huelva"": 1}",12.25,11.0,0.0
Played,16,0.0,1.0,1,"{""30"": 16}",2.0,2.0,0.0
Points,16,0.0,1.0,11,"{""27"": 3, ""32"": 2, ""31"": 2, ""28"": 2, ""40"": 1}",2.0,2.0,0.0
Wins,16,0.0,1.0,9,"{""14"": 4, ""15"": 2, ""13"": 2, ""12"": 2, ""11"": 2}",1.875,2.0,0.0
Draws,16,0.0,1.0,8,"{""7"": 4, ""4"": 4, ""5"": 3, ""8"": 1, ""10"": 1}",1.062,1.0,0.0
Losses,16,0.0,1.0,9,"{""14"": 3, ""6"": 2, ""10"": 2, ""12"": 2, ""13"": 2}",1.812,2.0,0.0
Goals for,16,0.0,1.0,14,"{""48"": 2, ""43"": 2, ""52"": 1, ""47"": 1, ""49"": 1}",2.0,2.0,0.0
Goals against,16,0.0,1.0,14,"{""42"": 3, ""22"": 1, ""36"": 1, ""34"": 1, ""39"": 1}",2.0,2.0,0.0
Goal Difference,16,0.0,1.0,14,"{""16"": 2, ""1"": 2, ""26"": 1, ""14"": 1, ""8"": 1}",1.875,2.0,0.0
