column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Season,10,0.0,0.8,10,"{""2006"": 1, ""2007"": 1, ""2008"": 1, ""2009"": 1, ""2010"": 1}",5.1,4.0,0.0
Division,10,0.1,0.0,2,"{""Western"": 8, ""8 seasons"": 1}",7.222,7.0,0.0
W–L,10,0.0,0.0,8,"{""6–10"": 2, ""5–11"": 2, ""1–15"": 1, ""4–12"": 1, ""10–6"": 1}",3.9,4.0,0.0
Finish,10,0.2,0.0,4,"{""5th"": 3, ""6th"": 2, ""3rd"": 2, ""4th"": 1}",3.0,3.0,0.0
Home,10,0.0,0.0,7,"{""4–4"": 4, ""0–8"": 1, ""3–5"": 1, ""5–3"": 1, ""2–6"": 1}",3.2,3.0,0.0
Road,10,0.0,0.0,6,"{""1–7"": 4, ""2–6"": 2, ""5–3"": 1, ""7–1"": 1, ""20–44"": 1}",3.2,3.0,0.0
GF,10,0.0,0.9,10,"{""150"": 1, ""160"": 1, ""141"": 1, ""159"": 1, ""186"": 1}",3.1,3.0,0.0
GA,10,0.0,0.9,10,"{""202"": 1, ""189"": 1, ""197"": 1, ""200"": 1, ""201"": 1}",3.1,3.0,0.0
Coach,10,0.2,0.0,4,"{""Derek Keenan"": 4, ""Paul Day"": 2, ""Paul Day (0–5)\nBob Hamley (4–7)"": 1, ""Bob Hamley"": 1}",13.125,12.0,0.0
Playoffs,10,0.2,0.0,5,"{""Missed playoffs"": 4, ""Lost in Western Final"": 1, ""Missed Playoffs"": 1, ""Lost in Final"": 1, ""Lost in Western Semi-final"": 1}",16.875,15.0,0.0
Avg Attendance,10,0.1,0.0,9,"{""10,367"": 1, ""10,815"": 1, ""8,820"": 1, ""8,347"": 1, ""7,558"": 1}",5.222,5.0,0.0
