column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Position,52,0.0,1.0,52,"{""1"": 1, ""2"": 1, ""29"": 1, ""30"": 1, ""31"": 1}",1.827,2.0,0.0
Driver,52,0.0,0.0,52,"{""Greg Crick"": 1, ""Bryce Washington"": 1, ""Ash Samadi"": 1, ""Greg Ward"": 1, ""Peter Lucas"": 1}",12.404,12.0,0.0
No.,52,0.0,0.923077,41,"{""45"": 3, ""70"": 2, ""86"": 2, ""9"": 2, ""32"": 2}",2.154,2.0,0.0
Car,52,0.0,0.0,18,"{""Porsche 996 GT3 Cup Car"": 20, ""Porsche 996 GT3"": 8, ""Lotus Exige"": 4, ""Dodge Viper GTS ACR"": 3, ""Lotus Elise"": 2}",21.231,23.0,0.0
Entrant,52,0.0,0.0,41,"{""Urban Arrangement"": 3, ""Bolin Racing"": 3, ""Witches Chase Cheese Co"": 2, ""PHR Scuderia"": 2, ""Dare Shots\nSupabarn Supermarkets"": 2}",19.462,18.0,0.0
Rd 1,52,0.557692,0.442308,20,"{""29"": 2, ""32"": 2, ""24"": 2, ""41"": 1, ""10"": 1}",2.0,2.0,0.557692
Rd 2,52,0.576923,0.423077,20,"{""18"": 2, ""37.5"": 2, ""108"": 1, ""22.5"": 1, ""45"": 1}",2.955,2.5,0.576923
Rd 3,52,0.769231,0.230769,11,"{""51"": 2, ""91"": 1, ""104"": 1, ""78"": 1, ""55"": 1}",2.083,2.0,0.769231
Rd 4,52,0.711538,0.288462,14,"{""42"": 2, ""72"": 1, ""84"": 1, ""63"": 1, ""77"": 1}",2.067,2.0,0.711538
Rd 5,52,0.711538,0.288462,15,"{""98"": 1, ""102"": 1, ""69"": 1, ""79"": 1, ""57"": 1}",2.067,2.0,0.711538
Rd 6,52,0.596154,0.403846,16,"{""30"": 2, ""69"": 2, ""57"": 2, ""42"": 2, ""39"": 2}",2.048,2.0,0.596154
Rd 7,52,0.788462,0.211538,11,"{""60"": 1, ""75"": 1, ""96"": 1, ""84"": 1, ""114"": 1}",2.091,2.0,0.788462
Rd 8,52,0.346154,0.653846,20,"{""36"": 3, ""12"": 2, ""24"": 2, ""63"": 2, ""85.5"": 2}",2.559,2.0,0.346154
Total,52,0.0,1.0,46,"{""111.0"": 2, ""12.0"": 2, ""24.0"": 2, ""36.0"": 2, ""42.0"": 2}",4.404,4.0,0.0
