column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Date,26,0.0,0.0,25,"{""April 3, 1994"": 2, ""January 24, 1994"": 1, ""March 27, 1994"": 1, ""March 23, 1994"": 1, ""March 18, 1994"": 1}",15.269,16.0,0.0
Winning Team,26,0.0,0.0,20,"{""St. Louis"": 2, ""Vancouver"": 2, ""Florida"": 2, ""NY Rangers"": 2, ""Detroit"": 2}",8.692,9.0,0.0
Score,26,0.0,1.0,7,"{""6"": 6, ""5"": 5, ""4"": 5, ""3"": 4, ""2"": 3}",1.0,1.0,0.0
Losing Team,26,0.0,0.0,21,"{""Hartford"": 2, ""Edmonton"": 2, ""Ottawa"": 2, ""Boston"": 2, ""Toronto"": 2}",7.846,7.5,0.0
Score.1,26,0.0,1.0,6,"{""2"": 8, ""1"": 7, ""3"": 5, ""0"": 4, ""4"": 1}",1.0,1.0,0.0
OT,26,0.846154,0.0,1,"{""(OT)"": 4}",4.0,4.0,0.0
City,26,0.0,0.0,7,"{""Minneapolis"": 6, ""Sacramento"": 4, ""Phoenix"": 4, ""Hamilton"": 4, ""Cleveland"": 4}",9.0,9.0,0.0
State/Province,26,0.0,0.0,7,"{""MN"": 6, ""CA"": 4, ""AZ"": 4, ""ON"": 4, ""OH"": 4}",2.0,2.0,0.0
Arena,26,0.0,0.0,7,"{""Target Center"": 6, ""ARCO Arena"": 4, ""America West Arena"": 4, ""Copps Coliseum"": 4, ""Richfield Coliseum"": 4}",14.462,14.0,0.0
Attendance,26,0.038462,0.0,25,"{""7,144"": 1, ""8,312"": 1, ""17,224"": 1, ""6,222"": 1, ""17,096*"": 1}",5.76,6.0,0.0
