column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Year,17,0.0,1.0,10,"{""1993"": 5, ""1999"": 3, ""2001"": 2, ""1992"": 1, ""1994"": 1}",4.0,4.0,0.0
Single,17,0.0,0.0,17,"{""\\Happy Days\\\""\"""": 1, ""\\If You (Lovin' Me)\\\""\"""": 1, ""\\Side Show\\\""\"""": 1, ""\\Silktime\\\""\"""": 1, ""\\Ebony Eyes\\\""\"""": 1}",18.353,17.0,0.0
"Peak chart positions
US",17,0.411765,0.588235,9,"{""26"": 2, ""86"": 1, ""1"": 1, ""109"": 1, ""71"": 1}",2.0,2.0,0.411765
"Peak chart positions
US
R&B",17,0.235294,0.764706,11,"{""4"": 3, ""13"": 1, ""1"": 1, ""45"": 1, ""22"": 1}",1.692,2.0,0.235294
"Peak chart positions
AUS",17,0.941176,0.058824,1,"{""3"": 1}",1.0,1.0,0.941176
"Peak chart positions
CAN",17,0.941176,0.058824,1,"{""43"": 1}",2.0,2.0,0.941176
"Peak chart positions
NLD",17,0.941176,0.058824,1,"{""42"": 1}",2.0,2.0,0.941176
"Peak chart positions
NZ",17,0.764706,0.235294,4,"{""9"": 1, ""30"": 1, ""11"": 1, ""28"": 1}",1.75,2.0,0.764706
"Peak chart positions
UK",17,0.764706,0.235294,4,"{""46"": 1, ""67"": 1, ""44"": 1, ""81"": 1}",2.0,2.0,0.764706
Certifications,17,0.882353,0.0,2,"{""US: Platinum"": 1, ""US: Gold"": 1}",10.0,10.0,0.0
Album,17,0.0,0.0,7,"{""Lose Control"": 6, ""Tonight"": 3, ""Silk"": 2, ""Love Session"": 2, ""Silktime"": 2}",11.059,12.0,0.0
