column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Year,10,0.0,0.9,10,"{""2002"": 1, ""2003"": 1, ""2004"": 1, ""2005"": 1, ""2006"": 1}",4.2,4.0,0.0
Team,10,0.1,0.0,2,"{""BUF"": 6, ""ATL"": 3}",3.0,3.0,0.0
Games,10,0.0,1.0,6,"{""16"": 5, ""12"": 1, ""13"": 1, ""7"": 1, ""15"": 1}",2.0,2.0,0.0
Combined Tackles,10,0.0,1.0,10,"{""96"": 1, ""28"": 1, ""25"": 1, ""9"": 1, ""23"": 1}",1.9,2.0,0.0
Tackles,10,0.0,1.0,10,"{""71"": 1, ""24"": 1, ""14"": 1, ""6"": 1, ""13"": 1}",1.8,2.0,0.0
Assisted Tackles,10,0.0,1.0,9,"{""4"": 2, ""25"": 1, ""11"": 1, ""3"": 1, ""10"": 1}",1.4,1.0,0.0
Sacks,10,0.0,1.0,4,"{""0.0"": 6, ""1.0"": 2, ""3.0"": 1, ""5.0"": 1}",3.0,3.0,0.0
Forced Fumbles,10,0.0,1.0,3,"{""0"": 7, ""1"": 2, ""2"": 1}",1.0,1.0,0.0
Fumble Recoveries,10,0.0,1.0,4,"{""0"": 6, ""1"": 2, ""2"": 1, ""4"": 1}",1.0,1.0,0.0
Fumble Return Yards,10,0.0,1.0,1,"{""0"": 10}",1.0,1.0,0.0
Interceptions,10,0.0,1.0,1,"{""0"": 10}",1.0,1.0,0.0
Interception Return Yards,10,0.0,1.0,1,"{""0"": 10}",1.0,1.0,0.0
Yards per Interception Return,10,0.0,1.0,1,"{""0"": 10}",1.0,1.0,0.0
Longest Interception REturn,10,0.0,1.0,1,"{""0"": 10}",1.0,1.0,0.0
Interceptions Returned for Touchdown,10,0.0,1.0,1,"{""0"": 10}",1.0,1.0,0.0
Passes Defended,10,0.0,1.0,4,"{""0"": 5, ""1"": 3, ""2"": 1, ""5"": 1}",1.0,1.0,0.0
