column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Res.,15,0.0,0.0,2,"{""Win"": 12, ""Loss"": 3}",3.2,3.0,0.0
Record,15,0.0,0.0,15,"{""12-3"": 1, ""11–3"": 1, ""10–3"": 1, ""10–2"": 1, ""9–2"": 1}",3.267,3.0,0.0
Opponent,15,0.0,0.0,15,"{""Mike Hayes"": 1, ""Nick Moghadden"": 1, ""Guto Inocente"": 1, ""Brett Albee"": 1, ""Lavar Johnson"": 1}",12.267,13.0,0.0
Method,15,0.0,0.0,8,"{""TKO (punches)"": 6, ""Decision (unanimous)"": 3, ""KO (punch)"": 1, ""TKO (strikes)"": 1, ""KO (punches)"": 1}",15.533,13.0,0.0
Event,15,0.0,0.0,15,"{""KSW 25: Khalidov vs. Sakurai"": 1, ""Bellator 99"": 1, ""Strikeforce: Barnett vs. Cormier"": 1, ""Strikeforce: Diaz vs. Daley"": 1, ""Strikeforce Challengers: Bowling vs. Voelker"": 1}",24.133,25.0,0.0
Date,15,0.0,0.0,15,"{""December 7, 2013"": 1, ""September 13, 2013"": 1, ""May 19, 2012"": 1, ""April 9, 2011"": 1, ""October 22, 2010"": 1}",15.067,15.0,0.0
Round,15,0.0,1.0,3,"{""1"": 10, ""3"": 3, ""2"": 2}",1.0,1.0,0.0
Time,15,0.066667,0.0,12,"{""5:00"": 3, ""1:12"": 1, ""3:22"": 1, ""1:46"": 1, ""2:17"": 1}",4.0,4.0,0.0
Location,15,0.066667,0.0,12,"{""San Diego, California, United States"": 3, ""Wrocław, Poland"": 1, ""Temecula, California, United States"": 1, ""San Jose, California, United States"": 1, ""Fresno, California, United States"": 1}",31.857,34.5,0.0
Notes,15,0.866667,0.0,2,"{""Bellator debut"": 1, ""Light Heavyweight debut"": 1}",18.5,18.5,0.0
