column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Year,47,0.0,1.0,47,"{""2013"": 1, ""1978"": 1, ""1987"": 1, ""1986"": 1, ""1985"": 1}",4.0,4.0,0.0
Men,47,0.0,0.0,47,"{""Frederik Van Lierde"": 1, ""Raymond Ceulemans"": 1, ""Georges Jobé"": 1, ""William Van Dijck"": 1, ""Gaston Rahier\nVincent Rousseau"": 1}",15.915,16.0,0.0
Sport,47,0.0,0.0,12,"{""cycling"": 17, ""motorcross"": 9, ""athletics"": 5, ""triathlon"": 3, ""swimming"": 3}",8.723,9.0,0.0
Women,47,0.170213,0.0,39,"{""Kirsten Flipkens"": 1, ""Ingrid Berghmans (4)"": 1, ""Sabine Appelmans (2)"": 1, ""Sabine Appelmans"": 1, ""Ingrid Berghmans (8)"": 1}",18.051,17.0,0.170213
Sport.1,47,0.170213,0.0,7,"{""tennis"": 16, ""judo"": 11, ""swimming"": 6, ""athletics"": 3, ""sailing"": 1}",6.205,6.0,0.170213
Team,47,0.638298,0.0,17,"{""Belgium national football team"": 1, ""Women's 4×100 metres relay"": 1, ""Belgian Motorcross team"": 1, ""Belgium Davis Cup team"": 1, ""RSC Anderlecht"": 1}",25.529,26.0,0.0
Sport.2,47,0.638298,0.0,7,"{""athletics"": 6, ""football"": 3, ""tennis"": 3, ""motorcross"": 2, ""field hockey"": 1}",8.824,9.0,0.0
Promising Talent,47,0.659574,0.0,16,"{""Nafissatou Thiam"": 1, ""Kimmer Coppejans"": 1, ""Thomas Van der Plaetsen"": 1, ""Luca Brecel"": 1, ""Romelu Lukaku"": 1}",15.125,15.0,0.0
Sport.3,47,0.659574,0.0,8,"{""tennis"": 3, ""cyclo-cross"": 3, ""athletics"": 2, ""football"": 2, ""swimming"": 2}",8.25,8.0,0.0
Paralympic,47,0.914894,0.0,4,"{""Joachim Gérard"": 1, ""Marieke Vervoort"": 1, ""Wim Decleir"": 1, ""Sven Decaesstecker"": 1}",14.75,15.0,0.0
Sport.4,47,0.914894,0.0,3,"{""handbike"": 2, ""tennis"": 1, ""swimming"": 1}",7.5,8.0,0.0
Coach,47,0.93617,0.0,3,"{""Marc Wilmots"": 1, ""Jacques Borlée (2)"": 1, ""Jacques Borlée"": 1}",14.667,14.0,0.0
Sport.5,47,0.93617,0.0,2,"{""athletics"": 2, ""football"": 1}",8.667,9.0,0.0
