column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Date,14,0.0,0.142857,13,"{""1879"": 2, ""July 1879"": 1, ""29 July 1879"": 1, ""August 1879"": 1, ""26 May 1880"": 1}",11.643,11.5,0.0
Race name,14,0.0,0.0,13,"{""Champion Stakes"": 2, ""Chesterfield Stakes"": 1, ""Richmond Stakes"": 1, ""Prince of Wales Stakes"": 1, ""Triennial Produce Stakes"": 1}",18.0,18.0,0.0
D(f),14,0.0,1.0,7,"{""10.0"": 5, ""5.0"": 3, ""12.0"": 2, ""6.0"": 1, ""8.0"": 1}",3.571,4.0,0.0
Course,14,0.0,0.0,6,"{""Newmarket"": 7, ""Epsom Downs"": 3, ""Goodwood"": 1, ""York"": 1, ""Ascot"": 1}",8.714,9.0,0.0
Prize (£),14,0.0,1.0,14,"{""1130"": 1, ""1762"": 1, ""340"": 1, ""881"": 1, ""567"": 1}",3.714,4.0,0.0
Odds,14,0.285714,0.0,9,"{""9/2"": 2, ""9/4"": 1, ""1/2"": 1, ""2/1"": 1, ""30/100"": 1}",3.5,3.0,0.0
Runners,14,0.0,1.0,12,"{""11"": 2, ""8"": 2, ""9"": 1, ""10"": 1, ""19"": 1}",1.5,1.5,0.0
Place,14,0.0,1.0,4,"{""1"": 10, ""2"": 2, ""6"": 1, ""7"": 1}",1.0,1.0,0.0
Margin,14,0.428571,0.357143,6,"{""Head"": 3, ""1"": 1, ""0.5"": 1, ""10"": 1, ""1.5"": 1}",3.125,3.5,0.0
Winner/Runner-up,14,0.214286,0.0,6,"{""Robert the Devil"": 5, ""Foxhall"": 2, ""Petal"": 1, ""Brother to Ersilia"": 1, ""Fernandez"": 1}",12.091,16.0,0.0
Time,14,0.428571,0.0,8,"{""0:59"": 1, ""2:48"": 1, ""3:32"": 1, ""2:25"": 1, ""2:10"": 1}",4.5,4.0,0.0
Jockey,14,0.357143,0.0,4,"{""Fred Archer"": 5, ""G Fordham"": 2, ""Charles Wood"": 1, ""Tom Cannon"": 1}",10.556,11.0,0.0
