column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
2010s,14,0.0,0.0,14,"{""2000s"": 1, ""1990s"": 1, ""1980s"": 1, ""1970s"": 1, ""1960s"": 1}",5.0,5.0,0.0
2010,14,0.0,1.0,14,"{""2000"": 1, ""1990"": 1, ""1980"": 1, ""1970"": 1, ""1960"": 1}",4.0,4.0,0.0
2011,14,0.0,1.0,14,"{""2001"": 1, ""1991"": 1, ""1981"": 1, ""1971"": 1, ""1961"": 1}",4.0,4.0,0.0
2012,14,0.0,1.0,14,"{""2002"": 1, ""1992"": 1, ""1982"": 1, ""1972"": 1, ""1962"": 1}",4.0,4.0,0.0
2013,14,0.0,1.0,14,"{""2003"": 1, ""1993"": 1, ""1983"": 1, ""1973"": 1, ""1963"": 1}",4.0,4.0,0.0
2014,14,0.0,1.0,14,"{""2004"": 1, ""1994"": 1, ""1984"": 1, ""1974"": 1, ""1964"": 1}",4.0,4.0,0.0
2015,14,0.0,1.0,14,"{""2005"": 1, ""1995"": 1, ""1985"": 1, ""1975"": 1, ""1965"": 1}",4.0,4.0,0.0
2016,14,0.0,1.0,14,"{""2006"": 1, ""1996"": 1, ""1986"": 1, ""1976"": 1, ""1966"": 1}",4.0,4.0,0.0
2017,14,0.0,1.0,14,"{""2007"": 1, ""1997"": 1, ""1987"": 1, ""1977"": 1, ""1967"": 1}",4.0,4.0,0.0
2018,14,0.0,1.0,14,"{""2008"": 1, ""1998"": 1, ""1988"": 1, ""1978"": 1, ""1968"": 1}",4.0,4.0,0.0
Unnamed: 10,14,0.0,1.0,14,"{""2009"": 1, ""1999"": 1, ""1989"": 1, ""1979"": 1, ""1969"": 1}",4.0,4.0,0.0
