column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Pos,10,0.0,1.0,10,"{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1.1,1.0,0.0
Team,10,0.0,0.0,10,"{""FH"": 1, ""Fylkir"": 1, ""Víðir"": 1, ""ÍR"": 1, ""Selfoss"": 1}",5.7,5.5,0.0
Played,10,0.0,1.0,1,"{""18"": 10}",2.0,2.0,0.0
Won,10,0.0,1.0,7,"{""8"": 2, ""7"": 2, ""6"": 2, ""14"": 1, ""9"": 1}",1.1,1.0,0.0
Draw,10,0.0,1.0,5,"{""2"": 4, ""6"": 2, ""4"": 2, ""3"": 1, ""5"": 1}",1.0,1.0,0.0
Lost,10,0.0,1.0,6,"{""7"": 3, ""9"": 2, ""10"": 2, ""2"": 1, ""3"": 1}",1.2,1.0,0.0
Goals For,10,0.0,1.0,6,"{""27"": 4, ""38"": 2, ""47"": 1, ""39"": 1, ""31"": 1}",2.0,2.0,0.0
Goals Against,10,0.0,1.0,9,"{""31"": 2, ""20"": 1, ""30"": 1, ""35"": 1, ""26"": 1}",2.0,2.0,0.0
Goal Difference,10,0.0,1.0,9,"{""-4"": 2, ""27"": 1, ""9"": 1, ""7"": 1, ""1"": 1}",1.8,2.0,0.0
Points,10,0.0,1.0,9,"{""23"": 2, ""44"": 1, ""33"": 1, ""27"": 1, ""26"": 1}",2.0,2.0,0.0
Notes,10,0.6,0.0,2,"{""Promoted to 1989 Úrvalsdeild"": 2, ""Relegated to 1989 2. deild"": 2}",27.0,27.0,0.0
