column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Unnamed: 0,10,0.0,0.0,10,"{""Dingli"": 1, ""Marsa"": 1, ""Mellieha"": 1, ""Mosta"": 1, ""Qormi"": 1}",7.6,7.0,0.0
Dingli,10,0.1,0.0,7,"{""0-2"": 2, ""4-2"": 2, ""0-3"": 1, ""4-0"": 1, ""0-4"": 1}",3.0,3.0,0.0
Marsa,10,0.1,0.0,8,"{""1-1"": 2, ""6-2"": 1, ""1-3"": 1, ""0-3"": 1, ""5-2"": 1}",3.0,3.0,0.0
Mellieha,10,0.1,0.0,7,"{""3-0"": 3, ""2-2"": 1, ""0-1"": 1, ""4-0"": 1, ""1-2"": 1}",3.0,3.0,0.0
Mosta,10,0.1,0.0,8,"{""0-1"": 2, ""0-2"": 1, ""2-4"": 1, ""1-2"": 1, ""3-3"": 1}",3.0,3.0,0.0
Qormi,10,0.1,0.0,8,"{""1-3"": 2, ""2-0"": 1, ""3-4"": 1, ""4-3"": 1, ""2-2"": 1}",3.0,3.0,0.0
Senglea,10,0.1,0.0,8,"{""1-0"": 2, ""0-1"": 1, ""0-5"": 1, ""1-3"": 1, ""3-1"": 1}",3.0,3.0,0.0
St.Georges,10,0.1,0.0,6,"{""2-0"": 3, ""1-0"": 2, ""2-2"": 1, ""1-3"": 1, ""0-1"": 1}",3.0,3.0,0.0
St.Patrick,10,0.1,0.0,7,"{""2-0"": 2, ""1-0"": 2, ""2-2"": 1, ""0-4"": 1, ""2-1"": 1}",3.0,3.0,0.0
Tarxien,10,0.1,0.0,8,"{""0-1"": 2, ""1-3"": 1, ""2-3"": 1, ""2-2"": 1, ""4-1"": 1}",3.0,3.0,0.0
Vittoriosa,10,0.1,0.0,9,"{""0-0"": 1, ""1-4"": 1, ""3-6"": 1, ""2-1"": 1, ""0-1"": 1}",3.0,3.0,0.0
