column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Month,4,0.0,0.0,4,"{""Average high °C (°F)"": 1, ""Average low °C (°F)"": 1, ""Precipitation mm (inches)"": 1, ""Avg. precipitation days"": 1}",21.75,21.5,0.0
Jan,4,0.0,0.25,4,"{""17.3\n(63.1)"": 1, ""7.9\n(46.2)"": 1, ""235.9\n(9.287)"": 1, ""13.9"": 1}",9.5,10.5,0.0
Feb,4,0.0,0.25,4,"{""19.5\n(67.1)"": 1, ""9.4\n(48.9)"": 1, ""129.2\n(5.087)"": 1, ""11.4"": 1}",9.5,10.5,0.0
Mar,4,0.0,0.25,4,"{""22.6\n(72.7)"": 1, ""12.5\n(54.5)"": 1, ""82.8\n(3.26)"": 1, ""8.6"": 1}",9.0,11.0,0.0
Apr,4,0.0,0.25,4,"{""25.9\n(78.6)"": 1, ""17.6\n(63.7)"": 1, ""33.6\n(1.323)"": 1, ""3.6"": 1}",9.25,11.0,0.0
May,4,0.0,0.25,4,"{""27.2\n(81)"": 1, ""19.2\n(66.6)"": 1, ""4.7\n(0.185)"": 1, ""2.4"": 1}",8.5,10.0,0.0
Jun,4,0.0,0.25,4,"{""29.3\n(84.7)"": 1, ""21.6\n(70.9)"": 1, ""0.2\n(0.008)"": 1, ""0.1"": 1}",9.0,11.0,0.0
Jul,4,0.0,0.25,4,"{""31.8\n(89.2)"": 1, ""23.8\n(74.8)"": 1, ""0.0\n(0)"": 1, ""0.0"": 1}",8.0,9.0,0.0
Aug,4,0.0,0.25,4,"{""31.4\n(88.5)"": 1, ""22.5\n(72.5)"": 1, ""0.2\n(0.008)"": 1, ""0.1"": 1}",9.0,11.0,0.0
Sep,4,0.0,0.25,4,"{""28.9\n(84)"": 1, ""20.7\n(69.3)"": 1, ""3.2\n(0.126)"": 1, ""1.8"": 1}",8.5,10.0,0.0
Oct,4,0.0,0.25,4,"{""25.5\n(77.9)"": 1, ""16.5\n(61.7)"": 1, ""58.0\n(2.283)"": 1, ""4.9"": 1}",9.25,11.0,0.0
Nov,4,0.0,0.25,4,"{""21.7\n(71.1)"": 1, ""14.1\n(57.4)"": 1, ""107.4\n(4.228)"": 1, ""8.0"": 1}",9.5,11.0,0.0
Dec,4,0.0,0.25,4,"{""19.2\n(66.6)"": 1, ""8.5\n(47.3)"": 1, ""214.5\n(8.445)"": 1, ""11.8"": 1}",9.5,10.5,0.0
Year,4,0.0,0.25,4,"{""24.76\n(76.57)"": 1, ""15.94\n(60.69)"": 1, ""857.3\n(33.752)"": 1, ""63.7"": 1}",11.0,13.0,0.0
