column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Rank,19,0.157895,0.842105,16,"{""4.0"": 1, ""5.0"": 1, ""6.0"": 1, ""7.0"": 1, ""8.0"": 1}",3.625,4.0,0.0
Bib,19,0.0,1.0,19,"{""1"": 1, ""7"": 1, ""18"": 1, ""16"": 1, ""17"": 1}",1.526,2.0,0.0
Country,19,0.0,0.0,19,"{""Canada (CAN-1)"": 1, ""United States (USA-3)"": 1, ""South Korea (KOR-1)"": 1, ""Romania (ROU-1)"": 1, ""Russia (RUS-2)"": 1}",16.737,15.0,0.0
Athletes,19,0.0,0.0,19,"{""Kaillie Humphries\nHeather Moyse"": 1, ""Jazmine Fenlator\nLolo Jones"": 1, ""Kim Su-Nok\nShin Mi-Hwa"": 1, ""Maria Constantin\nAndreea Grecu"": 1, ""Nadezhda Sergeeva\nNadezhda Paleeva"": 1}",29.737,30.0,0.0
Run 1,19,0.0,0.894737,19,"{""57.39"": 1, ""58.27"": 1, ""1:00.09"": 1, ""59.04"": 1, ""58.80"": 1}",5.263,5.0,0.0
Run 2,19,0.0,0.894737,19,"{""57.73"": 1, ""58.46"": 1, ""1:00.02"": 1, ""59.08"": 1, ""58.69"": 1}",5.211,5.0,0.0
Run 3,19,0.0,0.894737,19,"{""57.57"": 1, ""58.50"": 1, ""1:00.44"": 1, ""59.38"": 1, ""59.27"": 1}",5.211,5.0,0.0
Run 4,19,0.0,0.894737,16,"{""58.74"": 3, ""58.13"": 2, ""57.92"": 1, ""58.16"": 1, ""58.03"": 1}",5.211,5.0,0.0
Total,19,0.0,0.0,19,"{""3:50.61"": 1, ""3:53.97"": 1, ""4:00.81"": 1, ""3:56.59"": 1, ""3:55.86"": 1}",7.0,7.0,0.0
Behind,19,0.052632,0.947368,18,"{""+0.10"": 1, ""+1.00"": 1, ""+10.20"": 1, ""+5.98"": 1, ""+5.25"": 1}",5.111,5.0,0.052632
