column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Month,5,0.0,0.0,5,"{""Record high °F (°C)"": 1, ""Average high °F (°C)"": 1, ""Average low °F (°C)"": 1, ""Record low °F (°C)"": 1, ""Precipitation inches (mm)"": 1}",20.2,19.0,0.0
Jan,5,0.0,0.0,5,"{""93\n(34)"": 1, ""70\n(21)"": 1, ""45\n(7)"": 1, ""22\n(−6)"": 1, ""3.53\n(89.7)"": 1}",7.6,7.0,0.0
Feb,5,0.0,0.0,5,"{""92\n(33)"": 1, ""71\n(22)"": 1, ""46\n(8)"": 1, ""27\n(−3)"": 1, ""4.62\n(117.3)"": 1}",7.8,7.0,0.0
Mar,5,0.0,0.0,5,"{""98\n(37)"": 1, ""74\n(23)"": 1, ""47\n(8)"": 1, ""22\n(−6)"": 1, ""2.97\n(75.4)"": 1}",7.6,7.0,0.0
Apr,5,0.0,0.0,5,"{""105\n(41)"": 1, ""77\n(25)"": 1, ""50\n(10)"": 1, ""32\n(0)"": 1, ""1.11\n(28.2)"": 1}",7.8,7.0,0.0
May,5,0.0,0.0,5,"{""107\n(42)"": 1, ""82\n(28)"": 1, ""55\n(13)"": 1, ""39\n(4)"": 1, "".35\n(8.9)"": 1}",7.4,7.0,0.0
Jun,5,0.0,0.0,5,"{""111\n(44)"": 1, ""85\n(29)"": 1, ""61\n(16)"": 1, ""43\n(6)"": 1, "".11\n(2.8)"": 1}",7.4,7.0,0.0
Jul,5,0.0,0.0,5,"{""110\n(43)"": 1, ""90\n(32)"": 1, ""64\n(18)"": 1, ""45\n(7)"": 1, "".02\n(0.5)"": 1}",7.4,7.0,0.0
Aug,5,0.0,0.0,5,"{""111\n(44)"": 1, ""92\n(33)"": 1, ""65\n(18)"": 1, ""46\n(8)"": 1, "".07\n(1.8)"": 1}",7.4,7.0,0.0
Sep,5,0.0,0.0,5,"{""113\n(45)"": 1, ""91\n(33)"": 1, ""63\n(17)"": 1, ""43\n(6)"": 1, "".23\n(5.8)"": 1}",7.4,7.0,0.0
Oct,5,0.0,0.0,5,"{""108\n(42)"": 1, ""83\n(28)"": 1, ""57\n(14)"": 1, ""33\n(1)"": 1, "".97\n(24.6)"": 1}",7.6,7.0,0.0
Nov,5,0.0,0.0,5,"{""101\n(38)"": 1, ""76\n(24)"": 1, ""48\n(9)"": 1, ""29\n(−2)"": 1, ""1.07\n(27.2)"": 1}",7.8,7.0,0.0
Dec,5,0.0,0.0,5,"{""92\n(33)"": 1, ""70\n(21)"": 1, ""45\n(7)"": 1, ""22\n(−6)"": 1, ""2.40\n(61)"": 1}",7.2,7.0,0.0
Year,5,0.0,0.0,5,"{""113\n(45)"": 1, ""80.1\n(26.6)"": 1, ""53.8\n(12.1)"": 1, ""22\n(−6)"": 1, ""17.45\n(443.2)"": 1}",10.0,11.0,0.0
