column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Tournament,7,0.0,0.0,7,"{""Australian Open"": 1, ""French Open"": 1, ""Wimbledon"": 1, ""US Open"": 1, ""Win–Loss"": 1}",11.286,11.0,0.0
2001,7,0.0,0.142857,3,"{""A"": 4, ""0–0"": 2, ""427"": 1}",1.857,1.0,0.0
2002,7,0.0,0.142857,3,"{""A"": 4, ""0–0"": 2, ""440"": 1}",1.857,1.0,0.0
2003,7,0.0,0.142857,3,"{""A"": 4, ""0–0"": 2, ""371"": 1}",1.857,1.0,0.0
2004,7,0.0,0.142857,3,"{""A"": 4, ""0–0"": 2, ""219"": 1}",1.857,1.0,0.0
2005,7,0.0,0.142857,3,"{""A"": 4, ""0–0"": 2, ""142"": 1}",1.857,1.0,0.0
2006,7,0.0,0.142857,5,"{""A"": 3, ""3R"": 1, ""2–1"": 1, ""0–0"": 1, ""125"": 1}",2.0,2.0,0.0
2007,7,0.0,0.142857,4,"{""Q3"": 2, ""Q1"": 2, ""0–0"": 2, ""222"": 1}",2.429,2.0,0.0
2008,7,0.0,0.142857,4,"{""A"": 3, ""0–0"": 2, ""Q1"": 1, ""209"": 1}",2.0,2.0,0.0
2009,7,0.0,0.142857,6,"{""0–1"": 2, ""Q3"": 1, ""1R"": 1, ""Q1"": 1, ""Q2"": 1}",2.429,2.0,0.0
2010,7,0.0,0.142857,6,"{""1R"": 2, ""4R"": 1, ""2R"": 1, ""3–4"": 1, ""0–1"": 1}",2.286,2.0,0.0
2011,7,0.0,0.142857,7,"{""2R"": 1, ""3R"": 1, ""4R"": 1, ""A"": 1, ""6–3"": 1}",2.143,2.0,0.0
2012,7,0.0,0.142857,6,"{""1R"": 2, ""3R"": 1, ""2R"": 1, ""3–4"": 1, ""0–0"": 1}",2.286,2.0,0.0
2013,7,0.0,0.142857,6,"{""1R"": 2, ""2R"": 1, ""QF"": 1, ""5–4"": 1, ""0–0"": 1}",2.286,2.0,0.0
2014,7,0.714286,0.0,2,"{""1R"": 1, ""0–1"": 1}",2.5,2.5,0.0
W–L,7,0.142857,0.0,6,"{""3–5"": 1, ""5–5"": 1, ""9–4"": 1, ""2–4"": 1, ""19–18"": 1}",3.333,3.0,0.0
