column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Place,15,0.0,0.0,15,"{""Bečej"": 1, ""Vilovo"": 1, ""Gardinovci"": 1, ""Gospođinci"": 1, ""Đurđevo"": 1}",6.867,7.0,0.0
Total,15,0.0,0.866667,15,"{""215"": 1, ""64"": 1, ""37"": 1, ""85"": 1, ""223"": 1}",2.667,2.0,0.0
Men,15,0.0,0.933333,15,"{""111"": 1, ""44"": 1, ""32"": 1, ""47"": 1, ""107"": 1}",2.467,2.0,0.0
Women,15,0.2,0.8,12,"{""72"": 1, ""6"": 1, ""3"": 1, ""19"": 1, ""60"": 1}",2.083,2.0,0.2
Children,15,0.266667,0.733333,11,"{""13"": 1, ""8"": 1, ""15"": 1, ""41"": 1, ""101"": 1}",2.0,2.0,0.266667
Elderly,15,0.133333,0.866667,13,"{""19"": 1, ""6"": 1, ""2"": 1, ""4"": 1, ""15"": 1}",1.846,2.0,0.133333
Serbs,15,0.0,0.933333,15,"{""102"": 1, ""64"": 1, ""37"": 1, ""73"": 1, ""173"": 1}",2.467,2.0,0.0
Jews,15,0.266667,0.666667,10,"{""1"": 2, ""110"": 1, ""10"": 1, ""22"": 1, ""28"": 1}",2.182,2.0,0.266667
Romani,15,0.733333,0.266667,4,"{""23"": 1, ""34"": 1, ""7"": 1, ""64"": 1}",1.75,2.0,0.733333
Rusyns,15,0.733333,0.266667,3,"{""2"": 2, ""27"": 1, ""31"": 1}",1.5,1.5,0.733333
Hungarians,15,0.666667,0.333333,3,"{""1"": 3, ""18"": 1, ""21"": 1}",1.4,1.0,0.666667
Russians,15,0.866667,0.133333,1,"{""15"": 2}",2.0,2.0,0.866667
