column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
#,7,0.0,1.0,7,"{""72"": 1, ""73"": 1, ""74"": 1, ""75"": 1, ""76"": 1}",2.0,2.0,0.0
Date,7,0.0,0.0,7,"{""June 15"": 1, ""June 17"": 1, ""June 21"": 1, ""June 22"": 1, ""June 23"": 1}",7.0,7.0,0.0
Opponent,7,0.0,0.0,3,"{""North Carolina"": 3, ""Georgia"": 3, ""Rice"": 1}",9.571,7.0,0.0
Score,7,0.0,0.0,6,"{""6-1"": 2, ""17-5"": 1, ""5-3"": 1, ""4-3"": 1, ""7-6"": 1}",3.429,3.0,0.0
Site/Stadium,7,0.0,0.0,1,"{""Rosenblatt Stadium"": 7}",18.0,18.0,0.0
Win,7,0.0,0.0,7,"{""Wilson (8-5)"": 1, ""Breckley (3-2)"": 1, ""White (13-3)"": 1, ""Allison (4-5)"": 1, ""Harvil (2-1)"": 1}",12.571,12.0,0.0
Loss,7,0.0,0.0,7,"{""Berry (8-5)"": 1, ""Warren (9-2)"": 1, ""Miller (6-4)"": 1, ""Moran (1-2)"": 1, ""Burke (4-6)"": 1}",11.571,12.0,0.0
Save,7,0.0,0.0,4,"{""none"": 4, ""Burke (13)"": 1, ""Fields (18)"": 1, ""Hower (1)"": 1}",6.571,4.0,0.0
Attendance,7,0.0,0.0,7,"{""18,108"": 1, ""23,314"": 1, ""18,611"": 1, ""15,125"": 1, ""19,559"": 1}",6.0,6.0,0.0
Overall Record,7,0.0,0.0,7,"{""43-29"": 1, ""44-29"": 1, ""44-30"": 1, ""45-30"": 1, ""45-31"": 1}",5.0,5.0,0.0
NCAAT Record,7,0.0,0.0,7,"{""6-2"": 1, ""7-2"": 1, ""7-3"": 1, ""8-3"": 1, ""8-4"": 1}",3.143,3.0,0.0
