column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Month,8,0.0,0.0,8,"{""Record high °C (°F)"": 1, ""Average high °C (°F)"": 1, ""Daily mean °C (°F)"": 1, ""Average low °C (°F)"": 1, ""Record low °C (°F)"": 1}",19.875,19.5,0.0
Jan,8,0.0,0.0,8,"{""10.8\n(51.4)"": 1, ""−8.5\n(16.7)"": 1, ""−14.5\n(5.9)"": 1, ""−19.0\n(−2.2)"": 1, ""−40.4\n(−40.7)"": 1}",11.5,11.0,0.0
Feb,8,0.0,0.0,8,"{""10.7\n(51.3)"": 1, ""−6.2\n(20.8)"": 1, ""−11.6\n(11.1)"": 1, ""−16.9\n(1.6)"": 1, ""−43.4\n(−46.1)"": 1}",11.25,11.0,0.0
Mar,8,0.0,0.0,8,"{""25.7\n(78.3)"": 1, ""1.6\n(34.9)"": 1, ""−4.1\n(24.6)"": 1, ""−9.4\n(15.1)"": 1, ""−34.7\n(−30.5)"": 1}",11.25,11.0,0.0
Apr,8,0.0,0.0,8,"{""29.2\n(84.6)"": 1, ""11.6\n(52.9)"": 1, ""4.8\n(40.6)"": 1, ""−2.1\n(28.2)"": 1, ""−17.4\n(0.7)"": 1}",11.0,11.0,0.0
May,8,0.0,0.0,8,"{""35.4\n(95.7)"": 1, ""18.1\n(64.6)"": 1, ""11.0\n(51.8)"": 1, ""3.8\n(38.8)"": 1, ""−11.4\n(11.5)"": 1}",11.125,11.0,0.0
Jun,8,0.0,0.0,7,"{""67.0\n(2.638)"": 2, ""38.3\n(100.9)"": 1, ""22.1\n(71.8)"": 1, ""15.5\n(59.9)"": 1, ""8.8\n(47.8)"": 1}",11.375,11.5,0.0
Jul,8,0.0,0.0,8,"{""36.7\n(98.1)"": 1, ""25.2\n(77.4)"": 1, ""18.1\n(64.6)"": 1, ""11.0\n(51.8)"": 1, ""3.4\n(38.1)"": 1}",10.375,11.0,0.0
Aug,8,0.0,0.0,7,"{""43.8\n(1.724)"": 2, ""40.0\n(104)"": 1, ""24.6\n(76.3)"": 1, ""17.3\n(63.1)"": 1, ""10.0\n(50)"": 1}",9.875,10.5,0.0
Sep,8,0.0,0.0,8,"{""35.1\n(95.2)"": 1, ""18.6\n(65.5)"": 1, ""11.6\n(52.9)"": 1, ""4.4\n(39.9)"": 1, ""−10.7\n(12.7)"": 1}",11.125,11.0,0.0
Oct,8,0.0,0.0,8,"{""27.8\n(82)"": 1, ""10.8\n(51.4)"": 1, ""4.1\n(39.4)"": 1, ""−2.5\n(27.5)"": 1, ""−26.3\n(−15.3)"": 1}",10.75,11.0,0.0
Nov,8,0.0,0.0,8,"{""21.0\n(69.8)"": 1, ""−0.2\n(31.6)"": 1, ""−5.2\n(22.6)"": 1, ""−10.4\n(13.3)"": 1, ""−36.1\n(−33)"": 1}",11.25,11.0,0.0
Dec,8,0.0,0.0,8,"{""12.9\n(55.2)"": 1, ""−6.6\n(20.1)"": 1, ""−11.9\n(10.6)"": 1, ""−17.1\n(1.2)"": 1, ""−40.4\n(−40.7)"": 1}",11.25,11.0,0.0
Year,8,0.0,0.0,8,"{""40.0\n(104)"": 1, ""9.3\n(48.7)"": 1, ""4.9\n(40.8)"": 1, ""−3.3\n(26.1)"": 1, ""−43.4\n(−46.1)"": 1}",11.75,11.5,0.0
