column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Club,20,0.0,0.0,10,"{""Yeovil Town"": 5, ""Bristol Rovers"": 4, ""Carlisle United"": 4, ""Darlington (loan)"": 1, ""Lincoln City (loan)"": 1}",13.05,14.0,0.0
Season,20,0.0,0.0,13,"{""2008–09"": 4, ""Total"": 3, ""2002–03"": 2, ""2009–10"": 2, ""2000–01"": 1}",6.95,7.0,0.0
"League
Apps",20,0.0,1.0,17,"{""10"": 2, ""9"": 2, ""5"": 2, ""45"": 1, ""7"": 1}",1.75,2.0,0.0
"League
Goals",20,0.0,1.0,10,"{""0"": 6, ""2"": 3, ""3"": 2, ""8"": 2, ""1"": 2}",1.15,1.0,0.0
"FA Cup
Apps",20,0.0,1.0,8,"{""0"": 8, ""3"": 4, ""1"": 3, ""4"": 1, ""5"": 1}",1.1,1.0,0.0
"FA Cup
Goals",20,0.0,1.0,2,"{""0"": 17, ""1"": 3}",1.0,1.0,0.0
"League Cup
Apps",20,0.0,1.0,6,"{""0"": 9, ""2"": 5, ""1"": 3, ""5"": 1, ""3"": 1}",1.05,1.0,0.0
"League Cup
Goals",20,0.0,1.0,2,"{""0"": 17, ""1"": 3}",1.0,1.0,0.0
"Other
Apps",20,0.0,1.0,7,"{""0"": 5, ""1"": 5, ""2"": 4, ""3"": 3, ""4"": 1}",1.05,1.0,0.0
"Other
Goals",20,0.0,1.0,4,"{""0"": 14, ""2"": 3, ""1"": 2, ""4"": 1}",1.0,1.0,0.0
"Total
Apps",20,0.0,1.0,19,"{""11"": 2, ""10"": 1, ""27"": 1, ""5"": 1, ""9"": 1}",1.85,2.0,0.0
"Total
Goals",20,0.0,1.0,11,"{""0"": 6, ""3"": 4, ""2"": 2, ""5"": 1, ""14"": 1}",1.25,1.0,0.0
