column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Name,18,0.0,0.0,18,"{""Australian Open"": 1, ""French Open"": 1, ""Annual Win-Loss"": 1, ""Masters Series SR"": 1, ""Paris"": 1}",11.0,11.0,0.0
1989,18,0.111111,0.055556,6,"{""NME"": 9, ""A"": 3, ""1R"": 1, ""0 / 1"": 1, ""0–1"": 1}",2.688,3.0,0.0
1990,18,0.0,0.055556,9,"{""A"": 6, ""2R"": 3, ""1R"": 3, ""3R"": 1, ""0 / 3"": 1}",2.111,2.0,0.0
1991,18,0.0,0.055556,11,"{""A"": 5, ""1R"": 3, ""2R"": 2, ""4R"": 1, ""0 / 3"": 1}",2.167,2.0,0.0
1992,18,0.0,0.055556,9,"{""A"": 6, ""1R"": 4, ""2R"": 2, ""0 / 2"": 1, ""1–2"": 1}",2.111,2.0,0.0
1993,18,0.0,0.055556,10,"{""A"": 6, ""1R"": 3, ""3R"": 2, ""2R"": 1, ""0 / 3"": 1}",2.111,2.0,0.0
1994,18,0.0,0.055556,7,"{""A"": 10, ""3R"": 3, ""0 / 2"": 1, ""4–2"": 1, ""0 / 1"": 1}",1.889,1.0,0.0
1995,18,0.0,0.055556,8,"{""A"": 5, ""1R"": 4, ""2R"": 2, ""0 / 4"": 2, ""3R"": 2}",2.222,2.0,0.0
1996,18,0.0,0.055556,7,"{""A"": 11, ""0 / 1"": 2, ""1R"": 1, ""0–1"": 1, ""3R"": 1}",1.889,1.0,0.0
1997,18,0.0,0.055556,11,"{""A"": 4, ""1R"": 3, ""2R"": 3, ""0 / 3"": 1, ""0–3"": 1}",2.278,2.0,0.0
1998,18,0.0,0.055556,11,"{""1R"": 4, ""3R"": 3, ""QF"": 2, ""2R"": 2, ""A"": 1}",2.444,2.0,0.0
1999,18,0.0,0.055556,11,"{""2R"": 5, ""3R"": 3, ""A"": 2, ""4R"": 1, ""1R"": 1}",2.389,2.0,0.0
2000,18,0.0,0.055556,9,"{""2R"": 5, ""1R"": 4, ""3R"": 2, ""QF"": 2, ""0 / 4"": 1}",2.5,2.0,0.0
2001,18,0.0,0.055556,11,"{""2R"": 6, ""4R"": 2, ""1R"": 2, ""3R"": 1, ""0 / 4"": 1}",2.5,2.0,0.0
2002,18,0.0,0.055556,10,"{""1R"": 7, ""2R"": 3, ""0 / 4"": 1, ""2–4"": 1, ""3R"": 1}",2.444,2.0,0.0
2003,18,0.0,0.055556,9,"{""2R"": 5, ""1R"": 5, ""A"": 2, ""3R"": 1, ""0 / 4"": 1}",2.333,2.0,0.0
2004,18,0.0,0.055556,10,"{""A"": 4, ""3R"": 3, ""2R"": 2, ""1R"": 2, ""QF"": 2}",2.222,2.0,0.0
2005,18,0.0,0.055556,9,"{""2R"": 6, ""1R"": 4, ""A"": 2, ""0 / 4"": 1, ""2–4"": 1}",2.333,2.0,0.0
2006,18,0.0,0.055556,10,"{""1R"": 8, ""2R"": 2, ""QF"": 1, ""0 / 4"": 1, ""5–4"": 1}",2.389,2.0,0.0
2007,18,0.0,0.055556,9,"{""A"": 6, ""3R"": 3, ""1R"": 2, ""2R"": 2, ""0 / 4"": 1}",2.111,2.0,0.0
2008,18,0.0,0.055556,9,"{""A"": 6, ""1R"": 4, ""2R"": 2, ""0 / 4"": 1, ""2–4"": 1}",2.111,2.0,0.0
2009,18,0.0,0.055556,10,"{""A"": 6, ""1R"": 3, ""2R"": 2, ""3R"": 1, ""0 / 4"": 1}",2.167,2.0,0.0
2010,18,0.055556,0.0,7,"{""A"": 11, ""1R"": 1, ""0 / 1"": 1, ""0–1"": 1, ""NME"": 1}",1.882,1.0,0.055556
"Career
SR",18,0.166667,0.0,9,"{""0 / 14"": 4, ""0 / 10"": 3, ""0 / 18"": 2, ""0 / 20"": 1, ""0 / 70"": 1}",6.0,6.0,0.0
"Career
Win-Loss",18,0.166667,0.0,15,"{""22–18"": 1, ""17–20"": 1, ""11–14"": 1, ""13–18"": 1, ""63–70"": 1}",4.933,5.0,0.0
