column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Year,9,0.0,1.0,3,"{""1998"": 3, ""1999"": 3, ""2000"": 3}",4.0,4.0,0.0
Entrant,9,0.0,0.0,1,"{""Mild Seven Benetton"": 9}",19.0,19.0,0.0
Chassis,9,0.0,0.0,3,"{""Benetton B198"": 3, ""Benetton B199"": 3, ""Benetton B200"": 3}",13.0,13.0,0.0
Engine,9,0.0,0.0,3,"{""GC37-01 V10"": 3, ""FB01 V10"": 3, ""FB02 V10"": 3}",9.0,8.0,0.0
Tyres,9,0.0,0.0,1,"{""B"": 9}",1.0,1.0,0.0
Drivers,9,0.333333,0.0,2,"{""Giancarlo Fisichella"": 3, ""Alexander Wurz"": 3}",17.0,17.0,0.0
1,9,0.0,0.444444,5,"{""AUS"": 3, ""Ret"": 2, ""7"": 2, ""4"": 1, ""5"": 1}",2.111,3.0,0.0
2,9,0.0,0.444444,6,"{""BRA"": 3, ""Ret"": 2, ""6"": 1, ""4"": 1, ""7"": 1}",2.111,3.0,0.0
3,9,0.0,0.555556,8,"{""SMR"": 2, ""ARG"": 1, ""7"": 1, ""4"": 1, ""5"": 1}",2.0,2.0,0.0
4,9,0.0,0.444444,8,"{""Ret"": 2, ""SMR"": 1, ""MON"": 1, ""5"": 1, ""6"": 1}",2.111,3.0,0.0
5,9,0.0,0.555556,5,"{""ESP"": 3, ""9"": 2, ""10"": 2, ""Ret"": 1, ""4"": 1}",2.111,2.0,0.0
6,9,0.0,0.444444,7,"{""2"": 2, ""Ret"": 2, ""MON"": 1, ""CAN"": 1, ""EUR"": 1}",2.222,3.0,0.0
7,9,0.0,0.333333,7,"{""Ret"": 3, ""CAN"": 1, ""2"": 1, ""4"": 1, ""FRA"": 1}",2.333,3.0,0.0
8,9,0.0,0.666667,8,"{""9"": 2, ""FRA"": 1, ""5"": 1, ""GBR"": 1, ""7"": 1}",1.778,1.0,0.0
9,9,0.0,0.555556,8,"{""5"": 2, ""GBR"": 1, ""4"": 1, ""AUT"": 1, ""12"": 1}",2.0,2.0,0.0
10,9,0.0,0.333333,6,"{""Ret"": 3, ""AUT"": 2, ""9"": 1, ""GER"": 1, ""7"": 1}",2.444,3.0,0.0
11,9,0.0,0.333333,5,"{""Ret"": 3, ""GER"": 2, ""7"": 2, ""11"": 1, ""HUN"": 1}",2.444,3.0,0.0
12,9,0.0,0.555556,7,"{""HUN"": 2, ""11"": 2, ""8"": 1, ""16"": 1, ""BEL"": 1}",2.333,2.0,0.0
13,9,0.0,0.111111,4,"{""Ret"": 5, ""BEL"": 2, ""ITA"": 1, ""13"": 1}",2.889,3.0,0.0
14,9,0.0,0.333333,6,"{""Ret"": 3, ""ITA"": 2, ""8"": 1, ""EUR"": 1, ""11"": 1}",2.444,3.0,0.0
15,9,0.0,0.555556,9,"{""LUX"": 1, ""6"": 1, ""7"": 1, ""MAL"": 1, ""11"": 1}",2.111,2.0,0.0
16,9,0.0,0.555556,6,"{""JPN"": 3, ""14"": 2, ""8"": 1, ""9"": 1, ""10"": 1}",2.222,2.0,0.0
17,9,0.666667,0.222222,3,"{""MAL"": 1, ""9"": 1, ""7"": 1}",1.667,1.0,0.0
Points,9,0.0,1.0,3,"{""33"": 3, ""16"": 3, ""20"": 3}",2.0,2.0,0.0
WCC,9,0.0,0.0,3,"{""5th"": 3, ""6th"": 3, ""4th"": 3}",3.0,3.0,0.0
