column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Poll source,13,0.0,0.0,8,"{""We Ask America (report)"": 5, ""Chicago Teamsters Joint Council 25 / Anzalone Liszt (report)"": 2, ""McKeon & Associates / Chicago Sun-Times (report)"": 1, ""Greenberg Quinlan Rosner (report)"": 1, ""Chicago Tribune (report)"": 1}",33.538,28.0,0.0
"Date(s)
administered",13,0.0,0.0,13,"{""September 8, 2010"": 1, ""September 2010"": 1, ""November 8–14, 2010"": 1, ""November 23, 2010"": 1, ""December 1–8, 2010"": 1}",17.615,17.0,0.0
"Sample
size",13,0.153846,0.384615,10,"{""600"": 2, ""2,365"": 1, ""2,255"": 1, ""1,020"": 1, ""721"": 1}",4.091,5.0,0.153846
"Margin of
error",13,0.076923,0.0,11,"{""± 2.06%"": 2, ""± 4.3%"": 1, ""± 3.7%"": 1, ""± 3%"": 1, ""± 3.6%"": 1}",5.667,6.0,0.076923
Ed Burke,13,0.923077,0.0,1,"{""6.31%"": 1}",5.0,5.0,0.923077
Roland Burris,13,0.846154,0.0,2,"{""2.40%"": 1, ""1%"": 1}",3.5,3.5,0.846154
Gery Chico,13,0.076923,0.0,9,"{""10%"": 2, ""9%"": 2, ""14%"": 2, ""6%"": 1, ""8.86%"": 1}",3.583,3.0,0.076923
Bill Daley,13,0.923077,0.0,1,"{""8.16%"": 1}",5.0,5.0,0.923077
Tom Dart,13,0.846154,0.0,2,"{""12%"": 1, ""13.66%"": 1}",4.5,4.5,0.846154
Danny K. Davis,13,0.615385,0.0,5,"{""14%"": 1, ""7.29%"": 1, ""10%"": 1, ""9%"": 1, ""6.63%"": 1}",3.6,3.0,0.615385
Miguel Del Valle,13,0.153846,0.0,8,"{""4%"": 2, ""8%"": 2, ""7%"": 2, ""4.78%"": 1, ""3%"": 1}",3.091,2.0,0.153846
Rahm Emanuel,13,0.0,0.0,13,"{""7%"": 1, ""29.68%"": 1, ""36%"": 1, ""39.00%"": 1, ""43%"": 1}",4.0,3.0,0.0
Bob Fioretti,13,0.846154,0.0,2,"{""3%"": 1, ""2.95%"": 1}",3.5,3.5,0.846154
Luis Gutiérrez,13,0.846154,0.0,2,"{""9%"": 1, ""12.81%"": 1}",4.0,4.0,0.846154
Jim Houlihan,13,0.846154,0.0,2,"{""3%"": 1, ""2.30%"": 1}",3.5,3.5,0.846154
"Jesse Jackson, Jr.",13,0.846154,0.0,2,"{""8%"": 1, ""13.36%"": 1}",4.0,4.0,0.846154
James Meeks,13,0.461538,0.0,5,"{""7%"": 3, ""10%"": 1, ""8.21%"": 1, ""5.16%"": 1, ""3.63%"": 1}",3.429,3.0,0.461538
Carol Moseley Braun,13,0.153846,0.0,9,"{""11%"": 2, ""6%"": 2, ""13%"": 1, ""12.33%"": 1, ""7.78%"": 1}",3.636,3.0,0.153846
Terry Peterson,13,0.846154,0.0,2,"{""4%"": 1, ""2.55%"": 1}",3.5,3.5,0.846154
Patricia Van Pelt-Watkins,13,0.769231,0.0,3,"{""1%"": 1, ""0.9%"": 1, ""0.97%"": 1}",3.667,4.0,0.769231
William Walls,13,0.769231,0.0,3,"{""2%"": 1, ""1.1%"": 1, ""0.67%"": 1}",3.667,4.0,0.769231
Other,13,0.615385,0.0,4,"{""3%"": 2, ""1.47%"": 1, ""2%"": 1, ""3.91%"": 1}",3.2,2.0,0.615385
Undecided,13,0.307692,0.0,9,"{""35%"": 1, ""18.72%"": 1, ""7%"": 1, ""30%"": 1, ""16.35%"": 1}",3.556,3.0,0.307692
