column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Rank,116,0.551724,0.448276,51,"{""10.0"": 2, ""4.0"": 1, ""43.0"": 1, ""33.0"": 1, ""34.0"": 1}",3.885,4.0,0.0
Bib,116,0.0,1.0,116,"{""1"": 1, ""88"": 1, ""113"": 1, ""96"": 1, ""93"": 1}",2.069,2.0,0.0
Name,116,0.0,0.0,116,"{""Tina Maze"": 1, ""Nicole Valcareggi"": 1, ""Anne Libak Nielsen"": 1, ""Chiara Marano"": 1, ""Ronnie Kiek-Gedalyahu"": 1}",15.164,15.0,0.0
Nation,116,0.0,0.0,48,"{""Germany"": 5, ""Hungary"": 4, ""France"": 4, ""Sweden"": 4, ""Austria"": 4}",7.767,7.0,0.0
Run 1,116,0.0,0.0,100,"{""DNF"": 14, ""DNS"": 2, ""1:08.04"": 2, ""1:08.94"": 2, ""1:15.54"": 1}",6.448,7.0,0.0
Rank.1,116,0.137931,0.862069,98,"{""6.0"": 2, ""14.0"": 2, ""1.0"": 1, ""65.0"": 1, ""75.0"": 1}",3.92,4.0,0.0
Run 2,116,0.137931,0.0,56,"{""DNQ"": 40, ""DNF"": 4, ""1:13.80"": 2, ""1:18.56"": 2, ""1:17.40"": 1}",5.2,7.0,0.0
Rank.2,116,0.525862,0.474138,53,"{""47.0"": 2, ""21.0"": 2, ""15.0"": 1, ""43.0"": 1, ""29.0"": 1}",3.836,4.0,0.0
Total,116,0.525862,0.0,54,"{""2:21.79"": 2, ""2:20.54"": 1, ""2:30.58"": 1, ""2:26.55"": 1, ""2:26.91"": 1}",7.0,7.0,0.0
Difference,116,0.534483,0.465517,53,"{""1.25"": 2, ""0.09"": 1, ""10.04"": 1, ""6.01"": 1, ""6.37"": 1}",4.148,4.0,0.0
