column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Month,8,0.0,0.0,8,"{""Record high °F (°C)"": 1, ""Average high °F (°C)"": 1, ""Average low °F (°C)"": 1, ""Record low °F (°C)"": 1, ""Precipitation inches (mm)"": 1}",22.75,20.0,0.0
Jan,8,0.0,0.25,8,"{""76\n(24)"": 1, ""46.2\n(7.9)"": 1, ""26.1\n(−3.3)"": 1, ""−23\n(−31)"": 1, ""1.99\n(50.5)"": 1}",7.75,9.0,0.0
Feb,8,0.0,0.25,8,"{""86\n(30)"": 1, ""50.4\n(10.2)"": 1, ""29.0\n(−1.7)"": 1, ""−24\n(−31)"": 1, ""2.43\n(61.7)"": 1}",7.875,9.0,0.0
Mar,8,0.0,0.25,8,"{""96\n(36)"": 1, ""59.1\n(15.1)"": 1, ""37.8\n(3.2)"": 1, ""−11\n(−24)"": 1, ""3.54\n(89.9)"": 1}",7.125,8.0,0.0
Apr,8,0.0,0.25,8,"{""96\n(36)"": 1, ""68.7\n(20.4)"": 1, ""46.9\n(8.3)"": 1, ""18\n(−8)"": 1, ""4.05\n(102.9)"": 1}",7.0,7.0,0.0
May,8,0.0,0.25,8,"{""95\n(35)"": 1, ""75.5\n(24.2)"": 1, ""55.7\n(13.2)"": 1, ""28\n(−2)"": 1, ""4.99\n(126.7)"": 1}",7.25,7.0,0.0
Jun,8,0.0,0.25,8,"{""104\n(40)"": 1, ""83.5\n(28.6)"": 1, ""64.1\n(17.8)"": 1, ""41\n(5)"": 1, ""4.59\n(116.6)"": 1}",7.125,7.0,0.0
Jul,8,0.0,0.25,8,"{""111\n(44)"": 1, ""88.7\n(31.5)"": 1, ""68.7\n(20.4)"": 1, ""48\n(9)"": 1, ""3.18\n(80.8)"": 1}",7.0,7.0,0.0
Aug,8,0.0,0.25,8,"{""109\n(43)"": 1, ""89.4\n(31.9)"": 1, ""67.7\n(19.8)"": 1, ""44\n(7)"": 1, ""2.75\n(69.9)"": 1}",7.0,7.0,0.0
Sep,8,0.0,0.25,8,"{""105\n(41)"": 1, ""80.8\n(27.1)"": 1, ""58.9\n(14.9)"": 1, ""29\n(−2)"": 1, ""4.43\n(112.5)"": 1}",7.25,7.5,0.0
Oct,8,0.0,0.25,8,"{""96\n(36)"": 1, ""70.3\n(21.3)"": 1, ""47.6\n(8.7)"": 1, ""17\n(−8)"": 1, ""3.83\n(97.3)"": 1}",6.875,7.0,0.0
Nov,8,0.0,0.25,8,"{""90\n(32)"": 1, ""59.2\n(15.1)"": 1, ""39.2\n(4)"": 1, ""5\n(−15)"": 1, ""4.19\n(106.4)"": 1}",6.75,7.0,0.0
Dec,8,0.0,0.25,8,"{""78\n(26)"": 1, ""48.0\n(8.9)"": 1, ""28.1\n(−2.2)"": 1, ""−12\n(−24)"": 1, ""2.73\n(69.3)"": 1}",7.625,8.5,0.0
Year,8,0.0,0.25,8,"{""111\n(44)"": 1, ""68.3\n(20.2)"": 1, ""47.5\n(8.6)"": 1, ""−24\n(−31)"": 1, ""42.7\n(1,084.6)"": 1}",8.625,9.5,0.0
