column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Round,23,0.0,0.956522,23,"{""1"": 1, ""13"": 1, ""22"": 1, ""21"": 1, ""20"": 1}",1.609,2.0,0.0
Date,23,0.0,0.0,23,"{""Saturday, 2 April 2:10pm"": 1, ""Sunday, 26 June 2:10pm"": 1, ""Sunday, 28 August 2:10pm"": 1, ""Sunday, 21 August 7:40pm"": 1, ""Saturday, 13 August 2:10pm"": 1}",22.739,22.0,0.0
Score,23,0.0,0.0,23,"{""14.20 (104)"": 1, ""17.19 (121)"": 1, ""7.11 (53)"": 1, ""16.15 (111)"": 1, ""14.13 (97)"": 1}",10.043,10.0,0.0
Opponent,23,0.0,0.0,13,"{""Melbourne"": 3, ""Richmond"": 2, ""Essendon"": 2, ""Brisbane Bears"": 2, ""Collingwood"": 2}",9.348,8.0,0.0
Opponent's Score,23,0.0,0.0,23,"{""11.17 (83)"": 1, ""13.9 (87)"": 1, ""3.11 (29)"": 1, ""7.9 (51)"": 1, ""13.10 (88)"": 1}",10.043,10.0,0.0
Result,23,0.0,0.0,21,"{""Lost by 13 points"": 2, ""Won by 9 points"": 2, ""Won by 21 points"": 1, ""Won by 34 points"": 1, ""Won by 24 points"": 1}",16.304,16.0,0.0
Venue,23,0.0,0.0,10,"{""Subiaco Oval"": 7, ""WACA Ground"": 5, ""Melbourne Cricket Ground"": 4, ""Kardinia Park (stadium)"": 1, ""Victoria Park"": 1}",14.826,12.0,0.0
Attendance,23,0.0,0.0,23,"{""20,781"": 1, ""15,028"": 1, ""18,456"": 1, ""36,638"": 1, ""11,074"": 1}",5.913,6.0,0.0
Best on ground,23,0.043478,0.0,19,"{""Chris Mainwaring"": 3, ""Alex Ishchenko"": 2, ""Michael Parsons"": 1, ""Laurie Keene"": 1, ""Guy McKenna"": 1}",13.182,12.0,0.043478
Team,23,0.043478,0.0,11,"{""West Coast"": 12, ""Collingwood"": 1, ""North Melbourne"": 1, ""Hawthorn"": 1, ""Carlton"": 1}",9.682,10.0,0.043478
