column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Rank,25,0.04,0.96,13,"{""1.0"": 6, ""11.0"": 3, ""7.0"": 2, ""15.0"": 2, ""17.0"": 2}",3.625,4.0,0.0
Group,25,0.0,0.0,2,"{""B"": 13, ""A"": 12}",1.0,1.0,0.0
Name,25,0.0,0.0,25,"{""Nicola Ciotti"": 1, ""Martyn Bernard"": 1, ""Jan-Peter Larsen"": 1, ""Osku Torro"": 1, ""Javier Bermejo"": 1}",13.32,13.0,0.0
Nationality,25,0.0,0.0,14,"{""Italy"": 3, ""Finland"": 3, ""Russia"": 3, ""United Kingdom"": 3, ""Sweden"": 2}",8.16,7.0,0.0
2.05,25,0.84,0.0,1,"{""o"": 4}",1.0,1.0,0.84
2.15,25,0.04,0.0,3,"{""o"": 18, ""xo"": 4, ""xxx"": 2}",1.333,1.0,0.04
2.19,25,0.12,0.0,5,"{""o"": 17, ""xo"": 2, ""xxo"": 1, ""xxx"": 1, ""x-"": 1}",1.318,1.0,0.04
2.23,25,0.12,0.0,5,"{""o"": 13, ""xxx"": 5, ""xxo"": 2, ""xo"": 1, ""x"": 1}",1.682,1.0,0.0
2.26,25,0.4,0.0,4,"{""o"": 6, ""xxx"": 5, ""xo"": 3, ""xxo"": 1}",2.0,2.0,0.04
Result,25,0.0,0.96,6,"{""2.26"": 10, ""2.23"": 6, ""2.19"": 5, ""2.15"": 2, ""2.05"": 1}",3.92,4.0,0.0
Notes,25,0.48,0.0,1,"{""q"": 13}",1.0,1.0,0.0
