column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Model,19,0.0,0.0,19,"{""Voodoo Graphics"": 1, ""Voodoo4 4200"": 1, ""Spectre 2000"": 1, ""Spectre 1000"": 1, ""Voodoo5 6000"": 1}",12.105,12.0,0.0
Launch,19,0.0,0.0,11,"{""Never Released"": 7, ""July 26, 1999"": 2, ""April 3, 1999"": 2, ""October 1, 1996"": 1, ""April 1997"": 1}",13.105,13.0,0.0
Code name,19,0.0,0.0,10,"{""Avenger"": 6, ""VSA-100"": 3, ""SST96"": 2, ""VSA-100 x2"": 2, ""SST1"": 1}",8.0,7.0,0.0
Fab (nm),19,0.0,1.0,4,"{""250"": 12, ""180"": 3, ""500"": 2, ""350"": 2}",3.0,3.0,0.0
Bus interface,19,0.0,0.0,5,"{""AGP 2x, PCI"": 6, ""AGP 4x, PCI"": 6, ""AGP 4x"": 3, ""PCI"": 2, ""AGP 2x"": 2}",8.842,11.0,0.0
Memory (MiB),19,0.0,0.736842,9,"{""32"": 4, ""16"": 3, ""64"": 3, ""2, 4"": 2, ""8, 16"": 2}",2.737,2.0,0.0
Core clock (MHz),19,0.0,1.0,8,"{""166"": 5, ""200"": 4, ""143"": 3, ""50"": 2, ""183"": 2}",2.842,3.0,0.0
Memory clock (MHz),19,0.0,1.0,9,"{""166"": 5, ""143"": 3, ""400"": 3, ""50"": 2, ""183"": 2}",2.842,3.0,0.0
Config core1,19,0.0,0.0,7,"{""1:0:2:1"": 7, ""1:0:1:1"": 3, ""2:0:2:2"": 3, ""2:0:2:2 x2"": 2, ""4:0:4:4"": 2}",7.632,7.0,0.0
"Fillrate
MOperations/s",19,0.0,1.0,13,"{""143"": 3, ""800"": 3, ""50"": 2, ""664"": 2, ""90"": 1}",2.895,3.0,0.0
"Fillrate
MPixels/s",19,0.0,1.0,13,"{""143"": 3, ""800"": 3, ""50"": 2, ""664"": 2, ""90"": 1}",2.895,3.0,0.0
"Fillrate
MTextels/s",19,0.0,1.0,12,"{""286"": 3, ""800"": 3, ""50"": 2, ""366"": 2, ""664"": 2}",2.947,3.0,0.0
"Fillrate
MVertices/s",19,0.0,1.0,1,"{""0"": 19}",1.0,1.0,0.0
"Memory
Bandwidth (GB/s)",19,0.0,1.0,14,"{""2.288"": 3, ""2.656"": 3, ""6.4"": 2, ""0.8"": 1, ""0.4"": 1}",4.105,4.0,0.0
"Memory
Bus type",19,0.0,0.0,3,"{""SDR"": 13, ""EDO"": 3, ""DDR"": 3}",3.0,3.0,0.0
"Memory
Bus width (bit)",19,0.0,1.0,3,"{""128"": 14, ""64"": 3, ""256"": 2}",2.842,3.0,0.0
DirectX support,19,0.157895,0.842105,2,"{""6.0"": 13, ""3.0"": 3}",3.0,3.0,0.157895
