column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
"Place
(Posición)",10,0.0,1.0,10,"{""1.0"": 1, ""2.0"": 1, ""3.0"": 1, ""4.0"": 1, ""5.0"": 1}",3.1,3.0,0.0
"Team
(Equipo)",10,0.0,0.0,10,"{""Tauro F.C."": 1, ""San Francisco F.C."": 1, ""Chepo F.C."": 1, ""Sporting San Miguelito"": 1, ""Árabe Unido"": 1}",14.0,13.0,0.0
"Played
(PJ)",10,0.0,1.0,1,"{""13"": 10}",2.0,2.0,0.0
"Won
(PG)",10,0.0,1.0,6,"{""5"": 2, ""6"": 2, ""4"": 2, ""3"": 2, ""7"": 1}",1.0,1.0,0.0
"Draw
(PE)",10,0.0,1.0,6,"{""2"": 3, ""5"": 2, ""7"": 2, ""6"": 1, ""3"": 1}",1.0,1.0,0.0
"Lost
(PP)",10,0.0,1.0,6,"{""2"": 2, ""3"": 2, ""5"": 2, ""6"": 2, ""4"": 1}",1.0,1.0,0.0
"Goals Scored
(GF)",10,0.0,1.0,7,"{""19"": 2, ""15"": 2, ""14"": 2, ""21"": 1, ""18"": 1}",2.0,2.0,0.0
"Goals Conceded
(GC)",10,0.0,1.0,10,"{""18"": 1, ""15"": 1, ""12"": 1, ""16"": 1, ""14"": 1}",1.9,2.0,0.0
"+/-
(Dif.)",10,0.0,1.0,8,"{""4"": 2, ""1"": 2, ""3"": 1, ""7"": 1, ""2"": 1}",1.4,1.0,0.0
"Points
(Pts.)",10,0.0,1.0,8,"{""20"": 3, ""23"": 1, ""21"": 1, ""19"": 1, ""16"": 1}",2.0,2.0,0.0
