column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
County,58,0.0,0.0,58,"{""San Francisco"": 1, ""Trinity"": 1, ""Nevada"": 1, ""Placer"": 1, ""Mariposa"": 1}",7.431,6.0,0.0
Feinstein,58,0.0,0.0,57,"{""44.35%"": 2, ""80.60%"": 1, ""46.64%"": 1, ""46.04%"": 1, ""45.75%"": 1}",6.0,6.0,0.0
Votes,58,0.0,0.034483,58,"{""250,972"": 1, ""2,743"": 1, ""20,044"": 1, ""40,511"": 1, ""3,681"": 1}",5.845,6.0,0.0
Seymour,58,0.0,0.0,58,"{""15.79%"": 1, ""43.66%"": 1, ""44.73%"": 1, ""45.73%"": 1, ""43.98%"": 1}",6.0,6.0,0.0
Votes.1,58,0.0,0.034483,58,"{""49,165"": 1, ""2,824"": 1, ""19,476"": 1, ""40,497"": 1, ""3,568"": 1}",5.793,6.0,0.0
Horne,58,0.0,0.0,49,"{""2.90%"": 3, ""2.99%"": 3, ""2.32%"": 2, ""2.30%"": 2, ""2.38%"": 2}",5.0,5.0,0.0
Votes.2,58,0.0,0.413793,58,"{""5,062"": 1, ""246"": 1, ""1,261"": 1, ""2,109"": 1, ""251"": 1}",4.276,5.0,0.0
Meeu.,58,0.0,0.0,55,"{""3.95%"": 2, ""2.25%"": 2, ""2.88%"": 2, ""0.62%"": 1, ""4.53%"": 1}",5.0,5.0,0.0
Votes.3,58,0.0,0.327586,58,"{""1,919"": 1, ""407"": 1, ""1,444"": 1, ""2,920"": 1, ""411"": 1}",4.431,5.0,0.0
Boddie,58,0.0,0.0,50,"{""3.10%"": 3, ""1.73%"": 2, ""2.93%"": 2, ""2.61%"": 2, ""1.98%"": 2}",5.0,5.0,0.0
Votes.4,58,0.0,0.431034,58,"{""4,233"": 1, ""248"": 1, ""1,313"": 1, ""2,518"": 1, ""201"": 1}",4.224,5.0,0.0
W/I,58,0.0,0.0,2,"{""0.00%"": 56, ""0.01%"": 2}",5.0,5.0,0.0
V's,58,0.0,1.0,9,"{""0"": 43, ""1"": 5, ""2"": 3, ""3"": 2, ""10"": 1}",1.069,1.0,0.0
