column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Name(s),7,0.0,0.0,7,"{""Sally"": 1, ""Caprice"": 1, ""Eleanor"": 1, ""USS Lawrence (DD-8)"": 1, ""USS Macdonough (DD-9)"": 1}",13.143,7.0,0.0
Yard no.,7,0.0,1.0,7,"{""100"": 1, ""101"": 1, ""103"": 1, ""104"": 1, ""105"": 1}",3.0,3.0,0.0
Type (as built),7,0.0,0.0,3,"{""Yacht"": 4, ""Bainbridge-class destroyer"": 2, ""Lightvessel"": 1}",11.857,5.0,0.0
Owner,7,0.0,0.0,6,"{""U.S. Navy"": 2, ""Lyman"": 1, ""Robinson"": 1, ""Clapp"": 1, ""J. Arthur"": 1}",9.286,9.0,0.0
IMO number,7,0.0,0.0,1,"{""Unknown"": 7}",7.0,7.0,0.0
Laid down,7,0.0,0.0,2,"{""Unknown"": 5, ""10 April 1899"": 2}",8.714,7.0,0.0
Launched,7,0.0,0.0,3,"{""Unknown"": 5, ""7 November 1900"": 1, ""24 December 1900"": 1}",9.429,7.0,0.0
"Delivered/
Commissioned",7,0.0,0.0,5,"{""Unknown"": 3, ""7 April 1903"": 1, ""5 September 1903"": 1, ""12 June 1899"": 1, ""13 February 1901"": 1}",11.0,12.0,0.0
"Fate/
Decommissioned",7,0.0,0.0,3,"{""Unknown"": 5, ""20 June 1919"": 1, ""3 September 1919"": 1}",9.0,7.0,0.0
Notes,7,0.714286,0.0,1,"{""Sold to Joseph G. Hitner; scrapped"": 2}",34.0,34.0,0.0
