column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
N,11,0.090909,0.909091,10,"{""20.0"": 1, ""15.0"": 1, ""16.0"": 1, ""25.0"": 1, ""4.0"": 1}",3.7,4.0,0.0
P,11,0.0,0.0,6,"{""CB"": 3, ""CM"": 3, ""CF"": 2, ""RW"": 1, ""LB"": 1}",2.0,2.0,0.0
Nat.,11,0.0,0.0,10,"{""NOR"": 2, ""POR"": 1, ""Georgia"": 1, ""ITA"": 1, ""BRA"": 1}",3.364,3.0,0.0
Name,11,0.0,0.0,11,"{""Nuno Capucho"": 1, ""Zurab Khizanishvili"": 1, ""Paolo Vanoli"": 1, ""Henning Berg"": 1, ""Emerson"": 1}",12.364,12.0,0.0
Age,11,0.0,1.0,7,"{""31"": 3, ""33"": 2, ""18"": 2, ""21"": 1, ""30"": 1}",2.0,2.0,0.0
Moving from,11,0.0,0.0,9,"{""Dundee"": 2, ""Blackburn Rovers"": 2, ""Porto"": 1, ""Bologna"": 1, ""Atlético Madrid"": 1}",9.0,7.0,0.0
Type,11,0.0,0.0,1,"{""Transfer"": 11}",8.0,8.0,0.0
"Transfer
window",11,0.181818,0.0,2,"{""Summer"": 6, ""Winter"": 3}",6.0,6.0,0.0
Ends,11,0.0,1.0,4,"{""2005"": 4, ""2004"": 4, ""2006"": 2, ""2007"": 1}",4.0,4.0,0.0
"Transfer
fee",11,0.0,0.0,4,"{""Free"": 8, ""£0.67m"": 1, ""£0.25m"": 1, ""£0.2m"": 1}",4.455,4.0,0.0
