column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Year,9,0.0,0.888889,8,"{""2008"": 2, ""2002"": 1, ""2003"": 1, ""2004"": 1, ""2005"": 1}",4.222,4.0,0.0
Team,9,0.111111,0.0,3,"{""GB"": 4, ""PIT"": 3, ""IND"": 1}",2.5,2.5,0.0
Games,9,0.0,1.0,8,"{""15"": 2, ""8"": 1, ""11"": 1, ""5"": 1, ""13"": 1}",1.556,2.0,0.0
Carries,9,0.0,1.0,9,"{""39"": 1, ""77"": 1, ""71"": 1, ""30"": 1, ""60"": 1}",2.0,2.0,0.0
Yards,9,0.0,0.888889,9,"{""184"": 1, ""420"": 1, ""359"": 1, ""105"": 1, ""221"": 1}",2.889,3.0,0.0
Yards per Carry,9,0.0,1.0,8,"{""4.7"": 2, ""5.5"": 1, ""5.1"": 1, ""3.5"": 1, ""3.7"": 1}",3.0,3.0,0.0
Longest Carry,9,0.0,1.0,8,"{""76"": 2, ""43"": 1, ""40"": 1, ""24"": 1, ""48"": 1}",1.778,2.0,0.0
Touchdowns,9,0.0,1.0,5,"{""2"": 3, ""1"": 2, ""0"": 2, ""5"": 1, ""13"": 1}",1.111,1.0,0.0
First Downs,9,0.0,1.0,8,"{""9"": 2, ""8"": 1, ""18"": 1, ""16"": 1, ""37"": 1}",1.556,1.0,0.0
Fumbles,9,0.0,1.0,4,"{""1"": 4, ""0"": 3, ""4"": 1, ""8"": 1}",1.0,1.0,0.0
Fumbles Lost,9,0.0,1.0,3,"{""0"": 6, ""1"": 2, ""2"": 1}",1.0,1.0,0.0
