column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Rank,117,0.068376,0.931624,109,"{""1.0"": 1, ""70.0"": 1, ""81.0"": 1, ""80.0"": 1, ""79.0"": 1}",4.009,4.0,0.0
Mountain,117,0.0,0.0,117,"{""Mount Everest/\nSagarmatha/\nChomolungma"": 1, ""Ultar Sar"": 1, ""Chamlang"": 1, ""Jomolhari"": 1, ""Saraghrar"": 1}",12.624,12.0,0.0
Height (m),117,0.0,0.0,110,"{""7,492"": 2, ""7,207"": 2, ""7,462"": 2, ""7,422"": 2, ""7,385"": 2}",5.0,5.0,0.0
Height (ft),117,0.0,0.0,110,"{""24,580"": 2, ""23,645"": 2, ""24,482"": 2, ""24,350"": 2, ""24,229"": 2}",6.0,6.0,0.0
Range,117,0.0,0.0,36,"{""Mahalangur Himalaya"": 12, ""Hispar Karakoram"": 10, ""Baltoro Karakoram"": 10, ""Dhaulagiri Himalaya"": 7, ""Kangchenjunga Himalaya"": 6}",17.419,17.0,0.0
Coordinates,117,0.0,0.0,117,"{""27°59′17″N 86°55′31″E﻿ / ﻿27.98806°N 86.92528°E"": 1, ""36°23′27″N 74°43′00″E﻿ / ﻿36.39083°N 74.71667°E"": 1, ""27°46′30″N 86°58′47″E﻿ / ﻿27.77500°N 86.97972°E"": 1, ""27°49′36″N 89°16′04″E﻿ / ﻿27.82667°N 89.26778°E *"": 1, ""36°32′51″N 72°06′54″E﻿ / ﻿36.54750°N 72.11500°E"": 1}",47.265,47.0,0.0
Prominence (m),117,0.0,0.358974,107,"{""520"": 3, ""730"": 2, ""700"": 2, ""980"": 2, ""650"": 2}",4.282,5.0,0.0
Parent mountain,117,0.0,0.0,54,"{""Mount Everest"": 9, ""Gasherbrum I"": 8, ""Cho Oyu"": 7, ""Kangchenjunga"": 7, ""Distaghil Sar"": 5}",10.778,12.0,0.0
First ascent,117,0.0,0.965812,51,"{""1960"": 7, ""1956"": 6, ""1976"": 6, ""1975"": 5, ""1961"": 4}",4.171,4.0,0.0
Ascents (Failed attempts) bef.2004,117,0.017094,0.0,67,"{""1 (0)"": 12, ""2 (1)"": 5, ""2 (3)"": 4, ""1 (2)"": 4, ""3 (1)"": 4}",5.504,5.0,0.0
