column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Year,9,0.0,1.0,9,"{""1801"": 1, ""1811"": 1, ""1821"": 1, ""1831"": 1, ""1841"": 1}",4.0,4.0,0.0
"Edmonton
Hundred",9,0.0,0.0,9,"{""16,885"": 1, ""20,577"": 1, ""24,771"": 1, ""26,930"": 1, ""30,683"": 1}",6.0,6.0,0.0
"Elthorne
Hundred",9,0.0,0.0,9,"{""16,853"": 1, ""19,929"": 1, ""23,479"": 1, ""26,976"": 1, ""34,943"": 1}",6.0,6.0,0.0
"Gore
Hundred",9,0.0,0.0,9,"{""6,968"": 1, ""8,738"": 1, ""9,806"": 1, ""11,315"": 1, ""12,487"": 1}",5.667,6.0,0.0
"Isleworth
Hundred",9,0.0,0.0,9,"{""9,266"": 1, ""10,669"": 1, ""12,285"": 1, ""13,568"": 1, ""15,893"": 1}",5.889,6.0,0.0
"Ossulstone
Hundred
Holborn
Division",9,0.0,0.0,9,"{""171,202"": 1, ""214,946"": 1, ""272,131"": 1, ""341,981"": 1, ""399,218"": 1}",7.0,7.0,0.0
"Ossulstone
Hundred
Finsbury
Division",9,0.0,0.0,9,"{""73,268"": 1, ""92,538"": 1, ""119,802"": 1, ""151,409"": 1, ""185,174"": 1}",6.778,7.0,0.0
"Ossulstone
Hundred
Kensington
Division",9,0.0,0.0,9,"{""40,642"": 1, ""54,550"": 1, ""70,808"": 1, ""87,961"": 1, ""122,795"": 1}",6.556,7.0,0.0
"Ossulstone
Hundred
Tower
Division",9,0.0,0.0,9,"{""215,382"": 1, ""272,966"": 1, ""339,075"": 1, ""427,090"": 1, ""513,501"": 1}",7.222,7.0,0.0
"Spelthorne
Hundred",9,0.0,0.0,9,"{""12,743"": 1, ""14,409"": 1, ""16,966"": 1, ""19,204"": 1, ""21,298"": 1}",6.0,6.0,0.0
"London City
Within
the Walls",9,0.0,0.0,9,"{""63,832"": 1, ""55,484"": 1, ""56,174"": 1, ""55,778"": 1, ""54,626"": 1}",6.0,6.0,0.0
"London City
Without
the Walls",9,0.0,0.0,9,"{""70,676"": 1, ""70,489"": 1, ""74,765"": 1, ""73,442"": 1, ""74,758"": 1}",6.0,6.0,0.0
"Inns of Court
and
Chancery",9,0.0,0.0,9,"{""1,907"": 1, ""1,796"": 1, ""1,546"": 1, ""1,271"": 1, ""1,708"": 1}",5.0,5.0,0.0
"Westminster
City and
Liberty",9,0.0,0.0,9,"{""157,890"": 1, ""166,438"": 1, ""186,584"": 1, ""206,116"": 1, ""226,241"": 1}",7.0,7.0,0.0
Total,9,0.0,0.0,9,"{""818,129"": 1, ""953,774"": 1, ""1,144,531"": 1, ""1,358,130"": 1, ""1,574,416"": 1}",8.556,9.0,0.0
