column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Season,21,0.0,1.0,14,"{""2003"": 4, ""2004"": 4, ""2005"": 2, ""2001"": 1, ""2002"": 1}",4.0,4.0,0.0
Series,21,0.0,0.0,9,"{""Formula One"": 10, ""Formula 3 Euro Series"": 2, ""Masters of Formula 3"": 2, ""Macau Grand Prix"": 2, ""Formula BMW Junior Cup Iberia"": 1}",14.857,11.0,0.0
Team,21,0.047619,0.0,9,"{""Team Rosberg"": 6, ""AT&T Williams"": 3, ""Mercedes AMG Petronas F1 Team"": 3, ""Carlin Motorsport"": 2, ""Mercedes GP Petronas F1 Team"": 2}",17.4,13.5,0.0
Races,21,0.0,0.952381,9,"{""1"": 6, ""19"": 4, ""20"": 3, ""18"": 2, ""17"": 2}",2.048,2.0,0.0
Wins,21,0.0,0.952381,7,"{""0"": 13, ""1"": 3, ""9"": 1, ""3"": 1, ""5"": 1}",1.476,1.0,0.0
Poles,21,0.0,0.952381,7,"{""0"": 14, ""1"": 2, ""5"": 1, ""2"": 1, ""4"": 1}",1.476,1.0,0.0
F/Laps,21,0.0,0.952381,5,"{""0"": 12, ""1"": 4, ""2"": 3, ""5"": 1, ""Test driver"": 1}",1.476,1.0,0.0
Podiums,21,0.0,0.952381,9,"{""0"": 10, ""2"": 3, ""5"": 2, ""13"": 1, ""1"": 1}",1.571,1.0,0.0
Points,21,0.285714,0.619048,15,"{""38"": 1, ""264"": 1, ""45"": 1, ""70"": 1, ""120"": 1}",3.0,2.0,0.0
Position,21,0.0,0.0,14,"{""NC"": 3, ""7th"": 3, ""1st"": 2, ""6th"": 2, ""9th"": 2}",3.476,3.0,0.0
