column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Month,10,0.0,0.0,10,"{""Record high °C (°F)"": 1, ""Average high °C (°F)"": 1, ""Daily mean °C (°F)"": 1, ""Average low °C (°F)"": 1, ""Record low °C (°F)"": 1}",20.5,19.0,0.0
Jan,10,0.0,0.4,10,"{""38\n(100)"": 1, ""20.7\n(69.3)"": 1, ""14.4\n(57.9)"": 1, ""8.2\n(46.8)"": 1, ""−7\n(19)"": 1}",7.1,7.5,0.0
Feb,10,0.0,0.4,10,"{""40\n(104)"": 1, ""23.2\n(73.8)"": 1, ""16.6\n(61.9)"": 1, ""10\n(50)"": 1, ""−7\n(19)"": 1}",6.4,7.0,0.0
Mar,10,0.0,0.4,10,"{""43\n(109)"": 1, ""26.9\n(80.4)"": 1, ""20\n(68)"": 1, ""13.2\n(55.8)"": 1, ""−1\n(30)"": 1}",6.5,7.0,0.0
Apr,10,0.0,0.4,10,"{""48\n(118)"": 1, ""30\n(86)"": 1, ""23.4\n(74.1)"": 1, ""16.7\n(62.1)"": 1, ""5\n(41)"": 1}",6.4,6.5,0.0
May,10,0.0,0.4,10,"{""46\n(115)"": 1, ""32.2\n(90)"": 1, ""26.2\n(79.2)"": 1, ""20.2\n(68.4)"": 1, ""8\n(46)"": 1}",6.6,7.0,0.0
Jun,10,0.0,0.4,10,"{""45\n(113)"": 1, ""33.8\n(92.8)"": 1, ""27.9\n(82.2)"": 1, ""22\n(72)"": 1, ""11.5\n(52.7)"": 1}",6.9,7.5,0.0
Jul,10,0.0,0.4,10,"{""42.5\n(108.5)"": 1, ""34.8\n(94.6)"": 1, ""28.6\n(83.5)"": 1, ""22.3\n(72.1)"": 1, ""11\n(52)"": 1}",7.0,8.0,0.0
Aug,10,0.0,0.4,10,"{""42.5\n(108.5)"": 1, ""34.5\n(94.1)"": 1, ""28.5\n(83.3)"": 1, ""22.5\n(72.5)"": 1, ""12.2\n(54)"": 1}",7.5,10.0,0.0
Sep,10,0.0,0.4,10,"{""41\n(106)"": 1, ""31.5\n(88.7)"": 1, ""26.2\n(79.2)"": 1, ""20.9\n(69.6)"": 1, ""2\n(36)"": 1}",6.9,7.0,0.0
Oct,10,0.0,0.4,10,"{""39\n(102)"": 1, ""27.6\n(81.7)"": 1, ""22.4\n(72.3)"": 1, ""17.2\n(63)"": 1, ""2\n(36)"": 1}",6.6,7.0,0.0
Nov,10,0.0,0.4,10,"{""39\n(102)"": 1, ""24.1\n(75.4)"": 1, ""18.4\n(65.1)"": 1, ""12.7\n(54.9)"": 1, ""−5\n(23)"": 1}",6.6,7.5,0.0
Dec,10,0.0,0.4,10,"{""39\n(102)"": 1, ""21.2\n(70.2)"": 1, ""15.1\n(59.2)"": 1, ""9.1\n(48.4)"": 1, ""−7.5\n(18.5)"": 1}",7.2,9.0,0.0
Year,10,0.0,0.3,10,"{""48\n(118)"": 1, ""28.4\n(83.1)"": 1, ""22.3\n(72.1)"": 1, ""16.3\n(61.3)"": 1, ""−7.5\n(18.5)"": 1}",8.1,9.5,0.0
