column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Club,19,0.0,0.0,3,"{""CSKA Moscow"": 14, ""Anzhi Makhachkala"": 4, ""Career total"": 1}",12.316,11.0,0.0
Season,19,0.0,0.684211,17,"{""2001"": 2, ""Total"": 2, ""1999"": 1, ""2008"": 1, ""2013–14"": 1}",5.0,4.0,0.0
"League
Apps",19,0.0,1.0,17,"{""30"": 3, ""40"": 1, ""23"": 1, ""240"": 1, ""1"": 1}",2.0,2.0,0.0
"League
Goals",19,0.0,1.0,7,"{""0"": 8, ""1"": 5, ""2"": 2, ""3"": 1, ""5"": 1}",1.053,1.0,0.0
"Cup1
Apps",19,0.421053,0.578947,5,"{""1.0"": 6, ""0.0"": 2, ""6.0"": 1, ""5.0"": 1, ""3.0"": 1}",3.0,3.0,0.0
"Cup1
Goals",19,0.421053,0.578947,1,"{""0.0"": 11}",3.0,3.0,0.0
"Continental2
Apps",19,0.315789,0.684211,8,"{""2"": 2, ""7"": 2, ""6"": 2, ""0"": 2, ""56"": 2}",1.308,1.0,0.263158
"Continental2
Goals",19,0.315789,0.684211,1,"{""0"": 13}",1.0,1.0,0.263158
"Other3
Apps",19,0.526316,0.473684,3,"{""1"": 5, ""0"": 2, ""5"": 2}",1.0,1.0,0.473684
"Other3
Goals",19,0.526316,0.473684,1,"{""0"": 9}",1.0,1.0,0.473684
"Total
Apps",19,0.0,1.0,14,"{""18"": 3, ""40"": 2, ""31"": 2, ""1"": 2, ""30"": 1}",2.0,2.0,0.0
"Total
Goals",19,0.0,1.0,7,"{""0"": 8, ""1"": 5, ""2"": 2, ""3"": 1, ""5"": 1}",1.053,1.0,0.0
