column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Township,19,0.0,0.0,19,"{""Bayliss"": 1, ""Illinois"": 1, ""Valley"": 1, ""Smyrna"": 1, ""Phoenix"": 1}",6.737,7.0,0.0
FIPS,19,0.0,1.0,19,"{""90159"": 1, ""91812"": 1, ""93765"": 1, ""93420"": 1, ""92871"": 1}",5.0,5.0,0.0
"Population
center",19,0.684211,0.0,6,"{""London"": 1, ""Dover"": 1, ""Pottsville"": 1, ""Russellville"": 1, ""Hector"": 1}",7.5,6.0,0.0
Population,19,0.0,1.0,19,"{""708"": 1, ""25841"": 1, ""2776"": 1, ""173"": 1, ""334"": 1}",3.474,3.0,0.0
"Population
density
(/mi²)",19,0.0,1.0,19,"{""24.6"": 1, ""540.9"": 1, ""125.7"": 1, ""2.4"": 1, ""26.7"": 1}",4.105,4.0,0.0
"Population
density
(/km²)",19,0.0,1.0,19,"{""9.5"": 1, ""208.9"": 1, ""48.5"": 1, ""0.9"": 1, ""10.3"": 1}",3.684,4.0,0.0
"Land area
(mi²)",19,0.0,1.0,19,"{""28.81"": 1, ""47.77"": 1, ""22.09"": 1, ""70.69"": 1, ""12.51"": 1}",5.053,5.0,0.0
"Land area
(km²)",19,0.0,1.0,19,"{""74.62"": 1, ""123.7"": 1, ""57.21"": 1, ""183.1"": 1, ""32.4"": 1}",4.947,5.0,0.0
"Water area
(mi²)",19,0.0,1.0,18,"{""0.0"": 2, ""0.0979"": 1, ""6.6022"": 1, ""0.0144"": 1, ""0.0218"": 1}",5.632,6.0,0.0
"Water area
(km²)",19,0.0,1.0,18,"{""0.0"": 2, ""0.2536"": 1, ""17.0996"": 1, ""0.0373"": 1, ""0.0565"": 1}",5.632,6.0,0.0
Geographic coordinates,19,0.0,0.0,19,"{""35°24′10″N 93°14′06″W﻿ / ﻿35.40278°N 93.23500°W"": 1, ""35°17′00″N 93°07′46″W﻿ / ﻿35.28333°N 93.12944°W"": 1, ""35°20′05″N 93°02′46″W﻿ / ﻿35.33472°N 93.04611°W"": 1, ""35°38′10″N 92°53′46″W﻿ / ﻿35.63611°N 92.89611°W"": 1, ""35°24′30″N 93°00′31″W﻿ / ﻿35.40833°N 93.00861°W"": 1}",47.0,47.0,0.0
