column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
"Selected
Latin American
countries",10,0.0,0.0,10,"{""Argentina"": 1, ""Brazil"": 1, ""Chile"": 1, ""Costa Rica"": 1, ""Cuba"": 1}",7.5,6.0,0.0
"Internl.
tourism
arrivals
2010
(x 1000)",10,0.0,0.0,10,"{""5,288"": 1, ""5,161"": 1, ""2,766"": 1, ""2,100"": 1, ""2,507"": 1}",5.1,5.0,0.0
"Internl.
tourism
receipts.
2010
(USD
(x1000)",10,0.0,0.0,10,"{""4,930"": 1, ""5,919"": 1, ""1,636"": 1, ""2,111"": 1, ""n/d"": 1}",4.9,5.0,0.0
"Average
receipt
per visitor
2009
(USD/turista)",10,0.0,0.5,10,"{""932"": 1, ""1,147"": 1, ""591"": 1, ""1,005"": 1, ""n/d"": 1}",3.8,3.0,0.0
"Tourist
arrivals
per
1000 inhab
(estimated) 
2007",10,0.0,1.0,10,"{""115"": 1, ""26"": 1, ""151"": 1, ""442"": 1, ""188"": 1}",2.8,3.0,0.0
"Receipts
per
capita 
2005
USD",10,0.0,1.0,10,"{""57"": 1, ""18"": 1, ""73"": 1, ""343"": 1, ""169"": 1}",2.6,3.0,0.0
"Revenues
as %
exports of
goods and
services
2003",10,0.0,0.0,10,"{""7,4"": 1, ""3,2"": 1, ""5,3"": 1, ""17,5"": 1, ""n/d"": 1}",3.4,3.0,0.0
"Tourism
income
 %
GDP
2003",10,0.0,0.0,9,"{""1,6"": 2, ""1,8"": 1, ""0,5"": 1, ""1,9"": 1, ""8,1"": 1}",3.1,3.0,0.0
"% Direct and
indirect
employment
in tourism
2005",10,0.0,0.0,10,"{""9,1"": 1, ""7,0"": 1, ""6,8"": 1, ""13,3"": 1, ""n/d"": 1}",3.5,3.5,0.0
"World
ranking
Tourism
Competitiv.
TTCI
2011",10,0.0,0.9,10,"{""60"": 1, ""52"": 1, ""57"": 1, ""44"": 1, ""n/d"": 1}",2.1,2.0,0.0
"2011
TTCI
Index",10,0.0,0.9,9,"{""4.43"": 2, ""4.20"": 1, ""4.36"": 1, ""4.27"": 1, ""n/d"": 1}",3.9,4.0,0.0
