column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Goal,8,0.0,1.0,8,"{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1.0,1.0,0.0
Date,8,0.0,0.0,8,"{""May 9, 2004"": 1, ""Jun 26, 2005"": 1, ""Jan 30, 2007"": 1, ""May 12, 2007"": 1, ""Sep 18, 2007"": 1}",11.875,12.0,0.0
Location,8,0.0,0.0,7,"{""CHNShanghai"": 2, ""USAAlbuquerque NM"": 1, ""USAVirginia Beach"": 1, ""CHNGuangzhou"": 1, ""USAFrisco TX"": 1}",13.25,12.0,0.0
Opponent,8,0.0,0.0,7,"{""Canada"": 2, ""Mexico"": 1, ""China PR"": 1, ""Nigeria"": 1, ""Norway"": 1}",6.375,6.0,0.0
Lineup,8,0.0,0.0,3,"{""90.Start"": 6, ""on 70' (off Lilly)"": 1, ""off 72' (on Wagner)"": 1}",10.625,8.0,0.0
Min,8,0.0,0.875,7,"{""19"": 2, ""12"": 1, ""46+"": 1, ""28"": 1, ""1"": 1}",2.0,2.0,0.0
Assist/pass,8,0.0,0.0,4,"{""Tarpley"": 3, ""unassisted"": 3, ""Wambach"": 1, ""Rodriguez"": 1}",8.375,8.0,0.0
Score,8,0.0,0.0,4,"{""1–0"": 4, ""3–0"": 2, ""3–1"": 1, ""2–1"": 1}",3.0,3.0,0.0
Result,8,0.0,0.0,6,"{""2–0"": 3, ""3–0"": 1, ""6–2"": 1, ""1–0"": 1, ""4–1"": 1}",3.0,3.0,0.0
Competition,8,0.0,0.0,5,"{""Friendly"": 4, ""Four Nations Tournament"": 1, ""World Cup – Group B"": 1, ""World Cup Final - third place playoff"": 1, ""Olympics tournament"": 1}",16.25,13.5,0.0
