column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
2011 rank,22,0.0,1.0,22,"{""1"": 1, ""2"": 1, ""21"": 1, ""20"": 1, ""19"": 1}",1.591,2.0,0.0
2010 rank,22,0.045455,0.954545,21,"{""1"": 1, ""12"": 1, ""19"": 1, ""18"": 1, ""13"": 1}",1.571,2.0,0.045455
2009 rank,22,0.090909,0.909091,20,"{""1"": 1, ""3"": 1, ""17"": 1, ""18"": 1, ""27"": 1}",1.55,2.0,0.090909
2008 rank,22,0.090909,0.909091,20,"{""2"": 1, ""3"": 1, ""16"": 1, ""22"": 1, ""37"": 1}",1.55,2.0,0.090909
2007 rank,22,0.090909,0.909091,20,"{""3"": 1, ""1"": 1, ""19"": 1, ""20"": 1, ""45"": 1}",1.55,2.0,0.090909
Company (country),22,0.0,0.0,22,"{""Lockheed Martin"": 1, ""Boeing"": 1, ""ITT Corp."": 1, ""General Electric"": 1, ""Oshkosh Corporation"": 1}",14.591,12.0,0.0
2011 arms sales (US$ m.),22,0.0,1.0,22,"{""36270"": 1, ""31830"": 1, ""4020"": 1, ""4100"": 1, ""4370"": 1}",4.455,4.0,0.0
2010 arms sales (US$ m.),22,0.045455,0.954545,21,"{""35730"": 1, ""8230"": 1, ""4000"": 1, ""4300"": 1, ""7080"": 1}",4.476,4.0,0.045455
2009 arms sales (US$ m.),22,0.090909,0.909091,20,"{""33430"": 1, ""32300"": 1, ""4730"": 1, ""4700"": 1, ""2770"": 1}",4.55,5.0,0.090909
2008 arms sales (US$ m.),22,0.090909,0.909091,20,"{""29880"": 1, ""29200"": 1, ""5170"": 1, ""3650"": 1, ""2070"": 1}",4.5,4.5,0.090909
2007 arms sales (US$ m.),22,0.090909,0.909091,20,"{""29400"": 1, ""30480"": 1, ""3850"": 1, ""3460"": 1, ""1570"": 1}",4.4,4.0,0.090909
"Arms sales as share of company’s total sales (%),",22,0.0,1.0,22,"{""78"": 1, ""46"": 1, ""69"": 1, ""3"": 1, ""58"": 1}",1.955,2.0,0.0
