column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Place,10,0.0,1.0,10,"{""1.0"": 1, ""2.0"": 1, ""3.0"": 1, ""4.0"": 1, ""5.0"": 1}",3.1,3.0,0.0
Team,10,0.0,0.0,10,"{""C.D. FAS"": 1, ""C.D. Águila"": 1, ""C.D. Luis Ángel Firpo"": 1, ""San Salvador F.C."": 1, ""Alianza F.C."": 1}",14.8,14.0,0.0
Played,10,0.0,1.0,1,"{""18"": 10}",2.0,2.0,0.0
Won,10,0.0,1.0,7,"{""4"": 3, ""8"": 2, ""10"": 1, ""9"": 1, ""7"": 1}",1.1,1.0,0.0
Draw,10,0.0,1.0,7,"{""4"": 3, ""5"": 2, ""6"": 1, ""7"": 1, ""9"": 1}",1.1,1.0,0.0
Lost,10,0.0,1.0,7,"{""5"": 3, ""6"": 2, ""2"": 1, ""4"": 1, ""8"": 1}",1.1,1.0,0.0
"Goals
Scored",10,0.0,1.0,9,"{""27"": 2, ""38"": 1, ""25"": 1, ""31"": 1, ""26"": 1}",2.0,2.0,0.0
"Goals
Conceded",10,0.0,1.0,10,"{""13"": 1, ""26"": 1, ""18"": 1, ""27"": 1, ""24"": 1}",2.0,2.0,0.0
+/-,10,0.0,1.0,10,"{""14"": 1, ""12"": 1, ""7"": 1, ""4"": 1, ""2"": 1}",1.9,2.0,0.0
Points,10,0.0,1.0,7,"{""28"": 3, ""17"": 2, ""36"": 1, ""31"": 1, ""21"": 1}",2.0,2.0,0.0
