column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Country,8,0.0,0.0,8,"{""Australia"": 1, ""Brazil"": 1, ""Canada"": 1, ""Congo D.R."": 1, ""Mozambique"": 1}",7.375,6.5,0.0
2000,8,0.25,0.375,6,"{""160"": 1, ""30,000"": 1, ""2,290"": 1, ""35"": 1, ""28"": 1}",4.0,4.0,0.25
2001,8,0.125,0.5,7,"{""230"": 1, ""22,000"": 1, ""3,200"": 1, ""50"": 1, ""30"": 1}",3.857,3.0,0.125
2002,8,0.0,0.625,8,"{""290"": 1, ""26,000"": 1, ""3,410"": 1, ""50"": 1, ""5"": 1}",3.375,2.5,0.0
2003,8,0.0,0.625,8,"{""230"": 1, ""29,000"": 1, ""3,280"": 1, ""13"": 1, ""34"": 1}",3.625,3.0,0.0
2004,8,0.0,0.625,8,"{""200"": 1, ""29,900"": 1, ""3,400"": 1, ""52"": 1, ""130"": 1}",3.75,3.0,0.0
2005,8,0.0,0.625,8,"{""200"": 1, ""35,000"": 1, ""3,310"": 1, ""25"": 1, ""34"": 1}",3.5,2.5,0.0
2006,8,0.125,0.5,7,"{""200"": 1, ""40,000"": 1, ""4,167"": 1, ""29"": 1, ""35"": 1}",3.714,3.0,0.125
2007,8,0.625,0.0,3,"{""57,300"": 1, ""3,020"": 1, ""60,400"": 1}",5.667,6.0,0.625
2008,8,0.625,0.0,3,"{""58,000"": 1, ""4,380"": 1, ""62,900"": 1}",5.667,6.0,0.625
2009,8,0.625,0.0,3,"{""58,000"": 1, ""4,330"": 1, ""62,900"": 1}",5.667,6.0,0.625
2010,8,0.625,0.0,3,"{""58,000"": 1, ""4,420"": 1, ""62,900"": 1}",5.667,6.0,0.625
2011,8,0.625,0.0,3,"{""58,000"": 1, ""4,400"": 1, ""63,000"": 1}",5.667,6.0,0.625
