column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Month,8,0.0,0.0,8,"{""Record high °C (°F)"": 1, ""Average high °C (°F)"": 1, ""Daily mean °C (°F)"": 1, ""Average low °C (°F)"": 1, ""Record low °C (°F)"": 1}",20.125,19.0,0.0
Jan,8,0.0,0.25,8,"{""24.0\n(75.2)"": 1, ""12.6\n(54.7)"": 1, ""8.8\n(47.8)"": 1, ""4.9\n(40.8)"": 1, ""−5.9\n(21.4)"": 1}",8.75,10.5,0.0
Feb,8,0.0,0.25,8,"{""24.0\n(75.2)"": 1, ""12.9\n(55.2)"": 1, ""8.9\n(48)"": 1, ""4.8\n(40.6)"": 1, ""−3\n(27)"": 1}",8.0,9.0,0.0
Mar,8,0.0,0.25,8,"{""27.2\n(81)"": 1, ""15.0\n(59)"": 1, ""10.7\n(51.3)"": 1, ""6.3\n(43.3)"": 1, ""−2.4\n(27.7)"": 1}",8.375,9.5,0.0
Apr,8,0.0,0.25,8,"{""32.6\n(90.7)"": 1, ""18.0\n(64.4)"": 1, ""13.3\n(55.9)"": 1, ""8.6\n(47.5)"": 1, ""1.1\n(34)"": 1}",8.5,10.5,0.0
May,8,0.0,0.25,8,"{""39.1\n(102.4)"": 1, ""22.8\n(73)"": 1, ""17.8\n(64)"": 1, ""12.9\n(55.2)"": 1, ""5.3\n(41.5)"": 1}",8.5,9.5,0.0
Jun,8,0.0,0.25,8,"{""41.4\n(106.5)"": 1, ""26.8\n(80.2)"": 1, ""21.8\n(71.2)"": 1, ""16.7\n(62.1)"": 1, ""7.8\n(46)"": 1}",8.75,11.0,0.0
Jul,8,0.0,0.25,8,"{""43.3\n(109.9)"": 1, ""29.2\n(84.6)"": 1, ""24.3\n(75.7)"": 1, ""19.3\n(66.7)"": 1, ""12.8\n(55)"": 1}",8.375,10.0,0.0
Aug,8,0.0,0.25,8,"{""44.8\n(112.6)"": 1, ""29.2\n(84.6)"": 1, ""24.3\n(75.7)"": 1, ""19.4\n(66.9)"": 1, ""12.8\n(55)"": 1}",8.875,11.0,0.0
Sep,8,0.0,0.25,8,"{""39.0\n(102.2)"": 1, ""25.9\n(78.6)"": 1, ""21.1\n(70)"": 1, ""16.3\n(61.3)"": 1, ""8.4\n(47.1)"": 1}",8.625,10.5,0.0
Oct,8,0.0,0.25,8,"{""35.2\n(95.4)"": 1, ""21.5\n(70.7)"": 1, ""17.1\n(62.8)"": 1, ""12.6\n(54.7)"": 1, ""1.0\n(33.8)"": 1}",8.875,11.0,0.0
Nov,8,0.0,0.25,8,"{""26.8\n(80.2)"": 1, ""16.8\n(62.2)"": 1, ""12.7\n(54.9)"": 1, ""8.6\n(47.5)"": 1, ""0.0\n(32)"": 1}",8.5,10.5,0.0
Dec,8,0.0,0.25,8,"{""23.0\n(73.4)"": 1, ""13.9\n(57)"": 1, ""10.1\n(50.2)"": 1, ""6.2\n(43.2)"": 1, ""−1.6\n(29.1)"": 1}",8.625,10.5,0.0
Year,8,0.0,0.25,8,"{""44.8\n(112.6)"": 1, ""20.38\n(68.68)"": 1, ""15.91\n(60.62)"": 1, ""11.38\n(52.48)"": 1, ""−5.9\n(21.4)"": 1}",10.5,12.5,0.0
