column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
M,51,0.0,1.0,51,"{""1"": 1, ""39"": 1, ""29"": 1, ""30"": 1, ""31"": 1}",1.824,2.0,0.0
Date,51,0.0,0.0,51,"{""13 Jul"": 1, ""19 Mar"": 1, ""20 Nov"": 1, ""23 Nov"": 1, ""27 Nov"": 1}",5.98,6.0,0.0
Tournament,51,0.0,0.0,5,"{""1. HNL"": 30, ""UEL"": 8, ""Cup"": 8, ""UCL"": 4, ""Supercup"": 1}",4.863,6.0,0.0
Round,51,0.019608,0.588235,39,"{""Group"": 6, ""Final"": 2, ""SF"": 2, ""Play-off"": 2, ""QR2"": 2}",2.62,2.0,0.0
Ground,51,0.0,0.0,3,"{""H"": 25, ""A"": 24, ""AR"": 2}",1.039,1.0,0.0
Opponent,51,0.0,0.0,22,"{""Varaždin"": 4, ""Slaven Belupo"": 4, ""Osijek"": 4, ""Karlovac"": 3, ""Hajduk Split"": 3}",9.412,9.0,0.0
Score,51,0.0,0.0,15,"{""1 – 0"": 12, ""2 – 0"": 11, ""1 – 1"": 6, ""3 – 1"": 3, ""0 – 0"": 3}",5.0,5.0,0.0
Attendance,51,0.019608,0.117647,26,"{""3,000"": 6, ""1,000"": 5, ""1,500"": 3, ""2,500"": 3, ""3,500"": 3}",4.94,5.0,0.0
Dinamo Scorers,51,0.137255,0.0,34,"{""Sammir"": 4, ""Tomečak"": 3, ""Bećiraj"": 3, ""Badelj"": 2, ""Rukavina, Sammir"": 2}",15.295,12.0,0.0
Report,51,0.0,0.0,1,"{""Sportnet.hr"": 51}",11.0,11.0,0.0
