column,n_cells,missing_ratio,numeric_ratio,unique_count,top_values,avg_len_non_empty,median_len_non_empty,special_only_ratio
Year,12,0.0,0.916667,10,"{""2008"": 2, ""2012"": 2, ""2004"": 1, ""2005"": 1, ""2006"": 1}",4.167,4.0,0.0
Team,12,0.083333,0.0,6,"{""HOU"": 3, ""PHI"": 3, ""JAX"": 2, ""KC"": 1, ""SEA"": 1}",2.909,3.0,0.0
Games,12,0.0,1.0,8,"{""16"": 4, ""12"": 2, ""15"": 1, ""7"": 1, ""2"": 1}",1.833,2.0,0.0
Combined Tackles,12,0.0,1.0,10,"{""26"": 2, ""40"": 2, ""63"": 1, ""35"": 1, ""31"": 1}",2.0,2.0,0.0
Tackles,12,0.0,1.0,12,"{""51"": 1, ""24"": 1, ""19"": 1, ""25"": 1, ""1"": 1}",1.917,2.0,0.0
Assisted Tackles,12,0.0,1.0,10,"{""5"": 3, ""12"": 1, ""11"": 1, ""7"": 1, ""6"": 1}",1.333,1.0,0.0
Sacks,12,0.0,1.0,11,"{""4.0"": 2, ""5.0"": 1, ""2.0"": 1, ""0.0"": 1, ""2.5"": 1}",3.25,3.0,0.0
Forced Fumbles,12,0.0,1.0,4,"{""0"": 5, ""2"": 4, ""3"": 2, ""14"": 1}",1.083,1.0,0.0
Fumble Recoveries,12,0.0,1.0,4,"{""0"": 9, ""2"": 1, ""1"": 1, ""3"": 1}",1.0,1.0,0.0
Fumble Return Yards,12,0.0,1.0,1,"{""0"": 12}",1.0,1.0,0.0
Interceptions,12,0.0,1.0,1,"{""0"": 12}",1.0,1.0,0.0
Interception Return Yards,12,0.0,1.0,1,"{""0"": 12}",1.0,1.0,0.0
Yards per Interception Return,12,0.0,1.0,1,"{""0"": 12}",1.0,1.0,0.0
Longest Interception Return,12,0.0,1.0,1,"{""0"": 12}",1.0,1.0,0.0
Interceptions Returned for Touchdown,12,0.0,1.0,2,"{""0"": 11, ""1"": 1}",1.0,1.0,0.0
Passes Defended,12,0.0,1.0,5,"{""0"": 6, ""1"": 3, ""4"": 1, ""2"": 1, ""9"": 1}",1.0,1.0,0.0
